DMA	Date	UTC	City	Region	RegionAbbr	Subregion	Longitude	Latitude	DMA_Search	EST	US_Search	Search
Macon GA	2023-02-17	2023-02-18 03:00:00	Macon	Georgia	GA	Bibb County	-83.62801999999994	32.83994000000007	12	2023-02-17 22:00:00	76	912
Florence-Myrtle Beach SC	2023-02-17	2023-02-18 03:00:00	Myrtle Beach	South Carolina	SC	Horry County	-78.99494599999997	33.67792000000003	13	2023-02-17 22:00:00	76	988
Harrisonburg VA	2023-02-17	2023-02-18 03:00:00	Harrisonburg	Virginia	VA	City of Harrisonburg	-78.86969999999997	38.45163000000008	12	2023-02-17 22:00:00	76	912
Odessa-Midland TX	2023-02-17	2023-02-18 03:00:00	Midland	Texas	TX	Midland County	-102.07445999999996	32.00002000000006	12	2023-02-17 22:00:00	76	912
Lafayette IN	2023-02-17	2023-02-18 03:00:00	Lafayette	Indiana	IN	Tippecanoe County	-86.87597999999997	40.41738000000004	12	2023-02-17 22:00:00	76	912
Augusta GA	2023-02-17	2023-02-18 03:00:00	Augusta	Georgia	GA	Richmond County	-81.97518999999994	33.47935000000007	12	2023-02-17 22:00:00	76	912
Yakima-Pasco-Richland-Kennewick WA	2023-02-17	2023-02-18 03:00:00	Finley	Washington	WA	Benton County	-119.06973	46.17291000000006	12	2023-02-17 22:00:00	76	912
Charleston SC	2023-02-17	2023-02-18 03:00:00	Charleston	South Carolina	SC	Charleston County	-79.93159999999993	32.781150000000025	12	2023-02-17 22:00:00	76	912
Bowling Green KY	2023-02-17	2023-02-18 03:00:00	Bowling Green	Kentucky	KY	Warren County	-86.44557999999995	36.99462000000005	12	2023-02-17 22:00:00	76	912
Eugene OR	2023-02-17	2023-02-18 03:00:00	Eugene	Oregon	OR	Lane County	-123.08836999999994	44.04992000000004	11	2023-02-17 22:00:00	76	836
Springfield-Holyoke MA	2023-02-17	2023-02-18 03:00:00	Holyoke	Massachusetts	MA	Hampden County	-72.60820699999994	42.206154000000026	12	2023-02-17 22:00:00	76	912
Bluefield-Beckley-Oak Hill WV	2023-02-17	2023-02-18 03:00:00	Bluefield	West Virginia	WV	Mercer County	-81.22261999999995	37.26798000000008	12	2023-02-17 22:00:00	76	912
Burlington VT-Plattsburgh NY	2023-02-17	2023-02-18 03:00:00	Burlington	Vermont	VT	Chittenden County	-73.25744093254113	44.51981909934685	12	2023-02-17 22:00:00	76	912
Joplin MO-Pittsburg KS	2023-02-17	2023-02-18 03:00:00	Pittsburg	Kansas	KS	Crawford County	-94.70037000938336	37.41058500363053	11	2023-02-17 22:00:00	76	836
Monroe LA-El Dorado AR	2023-02-17	2023-02-18 03:00:00	Monroe	Ohio	OH	Preble County	-84.67633999999998	39.88727000000006	11	2023-02-17 22:00:00	76	836
Raleigh-Durham (Fayetteville) NC	2023-02-17	2023-02-18 03:00:00	Raleigh	North Carolina	NC	Wake County	-78.71118521154975	35.64201403788981	10	2023-02-17 22:00:00	76	760
Salisbury MD	2023-02-17	2023-02-18 03:00:00	Salisbury	Maryland	MD	Wicomico County	-75.59986999999995	38.36551000000002	10	2023-02-17 22:00:00	76	760
Nashville TN	2023-02-17	2023-02-18 03:00:00	Nashville	Tennessee	TN	Davidson County	-86.77815999999996	36.16784000000007	10	2023-02-17 22:00:00	76	760
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL	2023-02-17	2023-02-18 03:00:00	Mt Vernon	Illinois	IL	Jefferson County	-88.90363999999995	38.31728000000004	11	2023-02-17 22:00:00	76	836
New Orleans LA	2023-02-17	2023-02-18 03:00:00	New Orleans	Louisiana	LA	Orleans Parish	-90.07774999999998	29.953700000000023	10	2023-02-17 22:00:00	76	760
Wausau-Rhinelander WI	2023-02-17	2023-02-18 03:00:00	Rhinelander	Wisconsin	WI	Oneida County	-89.52343390348499	45.607513411484646	9	2023-02-17 22:00:00	76	684
Sioux Falls(Mitchell) SD	2023-02-17	2023-02-18 03:00:00	Sioux Falls	South Dakota	SD	Minnehaha County	-96.73127999999996	43.54577000000006	10	2023-02-17 22:00:00	76	760
Tyler-Longview(Lufkin & Nacogdoches) TX	2023-02-17	2023-02-18 03:00:00	Nacogdoches	Texas	TX	Nacogdoches County	-94.65589999999996	31.60378000000003	10	2023-02-17 22:00:00	76	760
Charlotte NC	2023-02-17	2023-02-18 03:00:00	Charlotte	North Carolina	NC	Mecklenburg County	-80.83795999999995	35.222860000000026	9	2023-02-17 22:00:00	76	684
Baltimore MD	2023-02-17	2023-02-18 03:00:00	Baltimore	Maryland	MD	City of Baltimore	-76.60925999999995	39.290580000000034	9	2023-02-17 22:00:00	76	684
Knoxville TN	2023-02-17	2023-02-18 03:00:00	Knoxville	Tennessee	TN	Knox County	-83.92102999999997	35.960680000000025	9	2023-02-17 22:00:00	76	684
Duluth MN-Superior WI	2023-02-17	2023-02-18 03:00:00	Duluth	Minnesota	MN	St. Louis County	-92.15246493953276	46.74651326018735	9	2023-02-17 22:00:00	76	684
Shreveport LA	2023-02-17	2023-02-18 03:00:00	Shreveport	Louisiana	LA	Caddo Parish	-93.74688999999996	32.51487000000003	9	2023-02-17 22:00:00	76	684
Santa Barbara-Santa Maria-San Luis Obispo CA	2023-02-17	2023-02-18 03:00:00	Santa Maria	California	CA	Santa Barbara	-120.42950467295438	34.910408369906094	9	2023-02-17 22:00:00	76	684
La Crosse-Eau Claire WI	2023-02-17	2023-02-18 03:00:00	Eau Claire	Wisconsin	WI	Eau Claire County	-91.46198630354552	44.76897105875712	9	2023-02-17 22:00:00	76	684
Greenville-Spartanburg SC-Asheville NC-Anderson SC	2023-02-17	2023-02-18 03:00:00	Anderson	South Carolina	SC	Anderson County	-82.64961999999997	34.50061000000005	9	2023-02-17 22:00:00	76	684
St. Louis MO	2023-02-17	2023-02-18 03:00:00	St Louis	Missouri	MO	City of St. Louis	-90.19955999999996	38.62775000000005	8	2023-02-17 22:00:00	76	608
Spokane WA	2023-02-17	2023-02-18 03:00:00	Spokane	Washington	WA	Spokane County	-117.41161999999996	47.65726000000007	8	2023-02-17 22:00:00	76	608
Ft. Myers-Naples FL	2023-02-17	2023-02-18 03:00:00	Fort Myers	Florida	FL	Lee County	-81.87043099999994	26.52099800000008	8	2023-02-17 22:00:00	76	608
Omaha NE	2023-02-17	2023-02-18 03:00:00	Omaha	Nebraska	NE	Douglas County	-95.94025999999997	41.26068000000004	8	2023-02-17 22:00:00	76	608
Wilmington NC	2023-02-17	2023-02-18 03:00:00	Wilmington	North Carolina	NC	New Hanover County	-77.94599999999997	34.23497000000003	8	2023-02-17 22:00:00	76	608
Colorado Springs-Pueblo CO	2023-02-17	2023-02-18 03:00:00	Pueblo	Colorado	CO	Pueblo County	-104.62503708798616	38.25672401970372	8	2023-02-17 22:00:00	76	608
Columbus-Tupelo-West Point MS	2023-02-17	2023-02-18 03:00:00	West Point	Mississippi	MS	Clay County	-88.65043999999993	33.60651000000007	9	2023-02-17 22:00:00	76	684
Lubbock TX	2023-02-17	2023-02-18 03:00:00	Lubbock	Texas	TX	Lubbock County	-101.84500999999996	33.58451000000008	8	2023-02-17 22:00:00	76	608
Phoenix AZ	2023-02-17	2023-02-18 03:00:00	Phoenix	Arizona	AZ	Maricopa County	-112.07579999999996	33.44825000000003	8	2023-02-17 22:00:00	76	608
San Diego CA	2023-02-17	2023-02-18 03:00:00	San Diego	California	CA	San Diego County	-117.16170999999996	32.71568000000008	7	2023-02-17 22:00:00	76	532
Seattle-Tacoma WA	2023-02-17	2023-02-18 03:00:00	Lakewood	Washington	WA	Pierce County	-122.50740001094871	47.146779998273935	7	2023-02-17 22:00:00	76	532
Houston TX	2023-02-17	2023-02-18 03:00:00	Houston	Texas	TX	Harris County	-95.36951999999997	29.760780000000068	7	2023-02-17 22:00:00	76	532
New York NY	2023-02-17	2023-02-18 03:00:00	New York	New York	NY	New York County	-74.00711999999999	40.714540000000056	8	2023-02-17 22:00:00	76	608
Waco-Temple-Bryan TX	2023-02-17	2023-02-18 03:00:00	Bryan	Texas	TX	Brazos County	-96.36367641045288	30.688316939527848	8	2023-02-17 22:00:00	76	608
Tampa-St. Petersburg (Sarasota) FL	2023-02-17	2023-02-18 03:00:00	Venice	Florida	FL	Sarasota	-82.33603478982988	27.06972205172892	7	2023-02-17 22:00:00	76	532
Tallahassee FL-Thomasville GA	2023-02-17	2023-02-18 03:00:00	Thomasville	Georgia	GA	Thomas County	-83.98791044156097	30.68477418710404	7	2023-02-17 22:00:00	76	532
Denver CO	2023-02-17	2023-02-18 03:00:00	Denver	Colorado	CO	City and County of Denver	-104.99201999999995	39.74001000000004	7	2023-02-17 22:00:00	76	532
Richmond-Petersburg VA	2023-02-17	2023-02-18 03:00:00	Petersburg	Virginia	VA	City of Petersburg	-77.3686188360574	37.23828377309041	7	2023-02-17 22:00:00	76	532
Cedar Rapids-Waterloo-Iowa City & Dubuque IA	2023-02-17	2023-02-18 03:00:00	Waterloo	Iowa	IA	Black Hawk County	-92.33877829277164	42.495836568877465	7	2023-02-17 22:00:00	76	532
Baton Rouge LA	2023-02-17	2023-02-18 03:00:00	Baton Rouge	Louisiana	LA	East Baton Rouge Parish	-91.18663999999995	30.443350000000063	7	2023-02-17 22:00:00	76	532
Orlando-Daytona Beach-Melbourne FL	2023-02-17	2023-02-18 03:00:00	Melbourne	Florida	FL	Brevard County	-80.66641210933265	28.08223636700527	7	2023-02-17 22:00:00	76	532
Reno NV	2023-02-17	2023-02-18 03:00:00	Reno	Nevada	NV	Washoe County	-119.81352999999996	39.527660000000026	7	2023-02-17 22:00:00	76	532
Corpus Christi TX	2023-02-17	2023-02-18 03:00:00	Corpus Christi	Texas	TX	Nueces County	-97.40389	27.79641000000004	7	2023-02-17 22:00:00	76	532
Tulsa OK	2023-02-17	2023-02-18 03:00:00	Tulsa	Oklahoma	OK	Tulsa County	-95.99352	36.15011000000004	7	2023-02-17 22:00:00	76	532
Norfolk-Portsmouth-Newport News VA	2023-02-17	2023-02-18 03:00:00	Portsmouth	Rhode Island	RI	Newport	-71.25359999999995	41.58999000000006	7	2023-02-17 22:00:00	76	532
Portland OR	2023-02-17	2023-02-18 03:00:00	Portland	Oregon	OR	Multnomah County	-122.67562999999996	45.51179000000008	7	2023-02-17 22:00:00	76	532
Kansas City MO	2023-02-17	2023-02-18 03:00:00	Kansas City	Missouri	MO	Jackson County	-94.58310999999996	39.10344000000004	7	2023-02-17 22:00:00	76	532
Washington DC (Hagerstown MD)	2023-02-17	2023-02-18 03:00:00	Hagerstown	Maryland	MD	Washington County	-77.72770017407683	39.64561007964432	7	2023-02-17 22:00:00	76	532
Lincoln & Hastings-Kearney NE	2023-02-17	2023-02-18 03:00:00	Hastings	Nebraska	NE	Adams County	-98.38526599999992	40.616719000000046	7	2023-02-17 22:00:00	76	532
Harlingen-Weslaco-Brownsville-McAllen TX	2023-02-17	2023-02-18 03:00:00	McAllen	Texas	TX	Hidalgo County	-98.22930999999994	26.207700000000045	7	2023-02-17 22:00:00	76	532
Austin TX	2023-02-17	2023-02-18 03:00:00	Austin	Texas	TX	Travis County	-97.74298999999996	30.26759000000004	6	2023-02-17 22:00:00	76	456
Savannah GA	2023-02-17	2023-02-18 03:00:00	Savannah	Georgia	GA	Chatham County	-81.09118999999998	32.080910000000074	6	2023-02-17 22:00:00	76	456
Atlanta GA	2023-02-17	2023-02-18 03:00:00	Atlanta	Georgia	GA	Fulton County	-84.39110999999998	33.74831000000006	6	2023-02-17 22:00:00	76	456
Topeka KS	2023-02-17	2023-02-18 03:00:00	Topeka	Kansas	KS	Shawnee County	-95.67117999999992	39.04928000000008	6	2023-02-17 22:00:00	76	456
Salt Lake City UT	2023-02-17	2023-02-18 03:00:00	Salt Lake City	Utah	UT	Salt Lake County	-111.88822	40.76031000000006	6	2023-02-17 22:00:00	76	456
Peoria-Bloomington IL	2023-02-17	2023-02-18 03:00:00	Bloomington	Illinois	IL	McLean County	-88.99772999999999	40.485460000000046	6	2023-02-17 22:00:00	76	456
Chicago IL	2023-02-17	2023-02-18 03:00:00	Chicago	Illinois	IL	Cook County	-87.63244999999995	41.88425000000007	6	2023-02-17 22:00:00	76	456
Birmingham AL	2023-02-17	2023-02-18 03:00:00	Birmingham	Alabama	AL	Jefferson County	-86.81178999999997	33.52072000000004	6	2023-02-17 22:00:00	76	456
Dallas-Ft. Worth TX	2023-02-17	2023-02-18 03:00:00	Dallas	Texas	TX	Tarrant County	-97.03982999999994	32.889850000000024	6	2023-02-17 22:00:00	76	456
Memphis TN	2023-02-17	2023-02-18 03:00:00	Memphis	Tennessee	TN	Shelby County	-90.04924999999997	35.14976000000007	5	2023-02-17 22:00:00	76	380
Des Moines-Ames IA	2023-02-17	2023-02-18 03:00:00	Ames	Iowa	IA	Story County	-93.60973762720616	42.02379006704694	6	2023-02-17 22:00:00	76	456
Fargo-Valley City ND	2023-02-17	2023-02-18 03:00:00	Valley City	North Dakota	ND	Barnes County	-98.00225999999996	46.92335000000002	6	2023-02-17 22:00:00	76	456
Monterey-Salinas CA	2023-02-17	2023-02-18 03:00:00	Salinas	California	CA	Monterey	-121.65482999999992	36.67087000000004	5	2023-02-17 22:00:00	76	380
Lafayette LA	2023-02-17	2023-02-18 03:00:00	Lafayette	Louisiana	LA	Lafayette Parish	-92.01704999999998	30.220320000000072	5	2023-02-17 22:00:00	76	380
Madison WI	2023-02-17	2023-02-18 03:00:00	Madison	Wisconsin	WI	Dane County	-89.38643999999994	43.07313000000005	5	2023-02-17 22:00:00	76	380
Palm Springs CA	2023-02-17	2023-02-18 03:00:00	Palm Springs	California	CA	Riverside County	-116.51195999999996	33.823210000000074	5	2023-02-17 22:00:00	76	380
Little Rock-Pine Bluff AR	2023-02-17	2023-02-18 03:00:00	White Hall	Arkansas	AR	Jefferson County	-92.09252787844376	34.280418002916115	6	2023-02-17 22:00:00	76	456
Sacramento-Stockton-Modesto CA	2023-02-17	2023-02-18 03:00:00	Stockton	California	CA	San Joaquin County	-121.27113622179256	37.930607075860735	5	2023-02-17 22:00:00	76	380
San Francisco-Oakland-San Jose CA	2023-02-17	2023-02-18 03:00:00	Emeryville	California	CA	Alameda County	-122.3006560569526	37.84698441327769	5	2023-02-17 22:00:00	76	380
Huntsville-Decatur (Florence) AL	2023-02-17	2023-02-18 03:00:00	Florence	Alabama	AL	Lauderdale County	-87.60946000814877	34.835329994016945	5	2023-02-17 22:00:00	76	380
Fresno-Visalia CA	2023-02-17	2023-02-18 03:00:00	Farmersville	California	CA	Tulare County	-119.21050998885028	36.29238015215397	5	2023-02-17 22:00:00	76	380
Minneapolis-St. Paul MN	2023-02-17	2023-02-18 03:00:00	Saint Paul	Minnesota	MN	Hennepin County	-93.19663999999992	44.87207000000007	4	2023-02-17 22:00:00	76	304
Los Angeles CA	2023-02-17	2023-02-18 03:00:00	Los Angeles	California	CA	Los Angeles County	-118.24544999999992	34.05357000000004	4	2023-02-17 22:00:00	76	304
Miami-Ft. Lauderdale FL	2023-02-17	2023-02-18 03:00:00	Hialeah	Florida	FL	Miami-Dade County	-80.32568199999997	25.90754900000008	4	2023-02-17 22:00:00	76	304
Jacksonville FL	2023-02-17	2023-02-18 03:00:00	Jacksonville	Florida	FL	Duval County	-81.65621999999996	30.331470000000024	4	2023-02-17 22:00:00	76	304
West Palm Beach-Ft. Pierce FL	2023-02-17	2023-02-18 03:00:00	Port Saint Lucie	Florida	FL	St. Lucie County	-80.31280254736411	27.265637995158247	5	2023-02-17 22:00:00	76	380
Las Vegas NV	2023-02-17	2023-02-18 03:00:00	Las Vegas	Nevada	NV	Clark County	-115.14000999999996	36.17193000000003	4	2023-02-17 22:00:00	76	304
Honolulu HI	2023-02-17	2023-02-18 03:00:00	Honolulu	Hawaii	HI	City and County of Honolulu	-157.85787999999997	21.304930000000077	4	2023-02-17 22:00:00	76	304
Greenville-New Bern-Washington NC	2023-02-17	2023-02-18 03:00:00	Greenville	Mississippi	MS	Washington	-91.03777999999994	33.398960000000045	4	2023-02-17 22:00:00	76	304
Boise ID	2023-02-17	2023-02-18 03:00:00	Boise	Idaho	ID	Ada County	-116.19339999999994	43.60764000000007	3	2023-02-17 22:00:00	76	228
Albuquerque-Santa Fe NM	2023-02-17	2023-02-18 03:00:00	Albuquerque	New Mexico	NM	Bernalillo County	-106.57998499999997	35.088640000000055	4	2023-02-17 22:00:00	76	304
Mobile AL-Pensacola (Ft. Walton Beach) FL	2023-02-17	2023-02-18 03:00:00	Fort Walton Beach	Florida	FL	Okaloosa County	-86.61529999999999	30.40424000000008	4	2023-02-17 22:00:00	76	304
San Antonio TX	2023-02-17	2023-02-18 03:00:00	San Antonio	Texas	TX	Bexar County	-98.49460999999997	29.42458000000005	3	2023-02-17 22:00:00	76	228
El Paso TX	2023-02-17	2023-02-18 03:00:00	El Paso	Texas	TX	El Paso County	-106.48748999999998	31.759160000000065	3	2023-02-17 22:00:00	76	228
Milwaukee WI	2023-02-17	2023-02-18 03:00:00	Milwaukee	Wisconsin	WI	Milwaukee County	-87.90689999999995	43.04223000000008	3	2023-02-17 22:00:00	76	228
Helena MT	2023-02-18	2023-02-19 03:00:00	Helena	Montana	MT	Lewis and Clark County	-112.02064999999996	46.58976000000007	16	2023-02-18 22:00:00	48	768
North Platte NE	2023-02-18	2023-02-19 03:00:00	North Platte	Nebraska	NE	Lincoln County	-100.76332999999993	41.13632000000007	100	2023-02-18 22:00:00	48	4800
San Angelo TX	2023-02-18	2023-02-19 03:00:00	San Angelo	Texas	TX	Tom Green County	-100.44255999999996	31.46183000000008	11	2023-02-18 22:00:00	48	528
Wheeling WV-Steubenville OH	2023-02-18	2023-02-19 03:00:00	Steubenville	Ohio	OH	Jefferson County	-80.63842999999997	40.36962000000005	13	2023-02-18 22:00:00	48	624
Anchorage AK	2023-02-18	2023-02-19 03:00:00	Anchorage	Alaska	AK	Municipality of Anchorage	-149.85814999999997	61.21753000000008	10	2023-02-18 22:00:00	48	480
Elmira NY	2023-02-18	2023-02-19 03:00:00	Elmira	New York	NY	Chemung County	-76.79892999999998	42.090640000000064	8	2023-02-18 22:00:00	48	384
Mankato MN	2023-02-18	2023-02-19 03:00:00	Mankato	Minnesota	MN	Blue Earth County	-94.00240999999994	44.16740000000004	7	2023-02-18 22:00:00	48	336
Youngstown OH	2023-02-18	2023-02-19 03:00:00	Youngstown	Ohio	OH	Mahoning County	-80.65078999999997	41.098100000000045	7	2023-02-18 22:00:00	48	336
Grand Junction-Montrose CO	2023-02-18	2023-02-19 03:00:00	Olathe	Colorado	CO	Montrose	-107.977821651081	38.60269263319038	12	2023-02-18 22:00:00	48	576
Marquette MI	2023-02-18	2023-02-19 03:00:00	Marquette	Michigan	MI	Marquette County	-87.41262999999998	46.545840000000055	6	2023-02-18 22:00:00	48	288
Erie PA	2023-02-18	2023-02-19 03:00:00	Erie	Pennsylvania	PA	Erie County	-80.08549999999997	42.129820000000045	6	2023-02-18 22:00:00	48	288
Clarksburg-Weston WV	2023-02-18	2023-02-19 03:00:00	Clarksburg	West Virginia	WV	Harrison County	-80.34016999999993	39.27944000000008	10	2023-02-18 22:00:00	48	480
Twin Falls ID	2023-02-18	2023-02-19 03:00:00	Twin Falls	Idaho	ID	Twin Falls County	-114.46959999999996	42.55619000000007	5	2023-02-18 22:00:00	48	240
Greensboro-High Point-Winston Salem NC	2023-02-17	2023-02-18 03:00:00	Township of Friendship	North Carolina	NC	Guilford County	-79.93700999999999	36.106130000000064	4	2023-02-17 22:00:00	76	304
Sioux City IA	2023-02-18	2023-02-19 03:00:00	Sioux City	Iowa	IA	Woodbury County	-96.42085999999992	42.499900000000025	5	2023-02-18 22:00:00	48	240
Bakersfield CA	2023-02-18	2023-02-19 03:00:00	Bakersfield	California	CA	Kern County	-119.01885999999996	35.36730000000006	4	2023-02-18 22:00:00	48	192
Sherman TX-Ada OK	2023-02-18	2023-02-19 03:00:00	Sherman	Texas	TX	Grayson County	-96.60912999999992	33.63604000000004	5	2023-02-18 22:00:00	48	240
Salisbury MD	2023-02-18	2023-02-19 03:00:00	Salisbury	Maryland	MD	Wicomico County	-75.59986999999995	38.36551000000002	4	2023-02-18 22:00:00	48	192
Biloxi-Gulfport MS	2023-02-18	2023-02-19 03:00:00	Gulfport	Mississippi	MS	Harrison County	-89.09188999999996	30.38032000000004	4	2023-02-18 22:00:00	48	192
Johnstown-Altoona PA	2023-02-18	2023-02-19 03:00:00	Altoona	Pennsylvania	PA	Blair County	-78.32129695025407	40.52020954635128	5	2023-02-18 22:00:00	48	240
Cleveland-Akron (Canton) OH	2023-02-18	2023-02-19 03:00:00	Canton	Ohio	OH	Stark County	-81.38800503285043	40.77287999716256	4	2023-02-18 22:00:00	48	192
Yakima-Pasco-Richland-Kennewick WA	2023-02-18	2023-02-19 03:00:00	Finley	Washington	WA	Benton County	-119.06973	46.17291000000006	4	2023-02-18 22:00:00	48	192
Butte-Bozeman MT	2023-02-18	2023-02-19 03:00:00	Bozeman	Montana	MT	Gallatin County	-111.03221999999992	45.67934000000008	4	2023-02-18 22:00:00	48	192
Billings, MT	2023-02-18	2023-02-19 03:00:00	Billings	Montana	MT	Yellowstone County	-108.50606999999997	45.78426000000008	4	2023-02-18 22:00:00	48	192
Pittsburgh PA	2023-02-18	2023-02-19 03:00:00	Pittsburgh	Pennsylvania	PA	Allegheny County	-79.99733999999995	40.43851000000007	4	2023-02-18 22:00:00	48	192
Rapid City SD	2023-02-18	2023-02-19 03:00:00	Rapid City	South Dakota	SD	Pennington County	-103.23079999999996	44.08146000000005	3	2023-02-18 22:00:00	48	144
Springfield-Holyoke MA	2023-02-18	2023-02-19 03:00:00	Holyoke	Massachusetts	MA	Hampden County	-72.60820699999994	42.206154000000026	5	2023-02-18 22:00:00	48	240
Palm Springs CA	2023-02-18	2023-02-19 03:00:00	Palm Springs	California	CA	Riverside County	-116.51195999999996	33.823210000000074	3	2023-02-18 22:00:00	48	144
Harrisonburg VA	2023-02-18	2023-02-19 03:00:00	Harrisonburg	Virginia	VA	City of Harrisonburg	-78.86969999999997	38.45163000000008	3	2023-02-18 22:00:00	48	144
Wichita Falls TX & Lawton OK	2023-02-18	2023-02-19 03:00:00	Lawton	Oklahoma	OK	Comanche County	-98.43374861680476	34.73082523544293	4	2023-02-18 22:00:00	48	192
Cincinnati OH	2023-02-18	2023-02-19 03:00:00	Cincinnati	Ohio	OH	Hamilton County	-84.51438999999993	39.12711000000007	3	2023-02-18 22:00:00	48	144
Macon GA	2023-02-18	2023-02-19 03:00:00	Macon	Georgia	GA	Bibb County	-83.62801999999994	32.83994000000007	3	2023-02-18 22:00:00	48	144
Davenport IA-Rock Island-Moline IL	2023-02-18	2023-02-19 03:00:00	Rock Island	Illinois	IL	Rock Island County	-90.56147216099428	41.51765714151991	4	2023-02-18 22:00:00	48	192
Wausau-Rhinelander WI	2023-02-18	2023-02-19 03:00:00	Rhinelander	Wisconsin	WI	Oneida County	-89.52343390348499	45.607513411484646	3	2023-02-18 22:00:00	48	144
Lexington KY	2023-02-18	2023-02-19 03:00:00	Lexington	Kentucky	KY	Fayette County	-84.50032	38.04859000000005	3	2023-02-18 22:00:00	48	144
Rochester NY	2023-02-18	2023-02-19 03:00:00	Rochester	New York	NY	Monroe County	-77.61631999999997	43.155800000000056	3	2023-02-18 22:00:00	48	144
Fargo-Valley City ND	2023-02-18	2023-02-19 03:00:00	Valley City	North Dakota	ND	Barnes County	-98.00225999999996	46.92335000000002	3	2023-02-18 22:00:00	48	144
Lafayette LA	2023-02-18	2023-02-19 03:00:00	Lafayette	Louisiana	LA	Lafayette Parish	-92.01704999999998	30.220320000000072	3	2023-02-18 22:00:00	48	144
Detroit MI	2023-02-18	2023-02-19 03:00:00	Detroit	Michigan	MI	Wayne County	-83.04799999999993	42.33168000000006	3	2023-02-18 22:00:00	48	144
Toledo OH	2023-02-18	2023-02-19 03:00:00	Toledo	Ohio	OH	Lucas County	-83.53673999999995	41.65404000000007	3	2023-02-18 22:00:00	48	144
Charleston SC	2023-02-18	2023-02-19 03:00:00	Charleston	South Carolina	SC	Charleston County	-79.93159999999993	32.781150000000025	3	2023-02-18 22:00:00	48	144
