DMA	UTC	City	Region	RegionAbbr	Subregion	Longitude	Latitude	DMA_Search	EST	US_Search	Search
Ft. Smith-Fayetteville-Springdale-Rogers AR	2023-02-05 05	Springdale	Arkansas	AR	Washington County	-94.1037260045514	36.17115248366951	9	2023-02-05 00:00:00	0	0
Cincinnati OH	2023-02-05 05	Cincinnati	Ohio	OH	Hamilton County	-84.51438999999993	39.12711000000007	8	2023-02-05 00:00:00	0	0
Columbus-Tupelo-West Point MS	2023-02-05 05	West Point	Mississippi	MS	Clay County	-88.65043999999993	33.60651000000007	12	2023-02-05 00:00:00	0	0
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL	2023-02-05 05	Mt Vernon	Illinois	IL	Jefferson County	-88.90363999999995	38.31728000000004	9	2023-02-05 00:00:00	0	0
Harrisburg-Lancaster-Lebanon-York PA	2023-02-05 05	Lancaster	Pennsylvania	PA	Lancaster County	-76.31562127523881	40.0488282379337	12	2023-02-05 00:00:00	0	0
Huntsville-Decatur (Florence) AL	2023-02-05 05	Florence	Alabama	AL	Lauderdale County	-87.60946000814877	34.835329994016945	8	2023-02-05 00:00:00	0	0
Fargo-Valley City ND	2023-02-05 05	Valley City	North Dakota	ND	Barnes County	-98.00225999999996	46.92335000000002	8	2023-02-05 00:00:00	0	0
Memphis TN	2023-02-05 05	Memphis	Tennessee	TN	Shelby County	-90.04924999999997	35.14976000000007	5	2023-02-05 00:00:00	0	0
New Orleans LA	2023-02-05 05	New Orleans	Louisiana	LA	Orleans Parish	-90.07774999999998	29.953700000000023	4	2023-02-05 00:00:00	0	0
Eugene OR	2023-02-05 05	Eugene	Oregon	OR	Lane County	-123.08836999999994	44.04992000000004	4	2023-02-05 00:00:00	0	0
Detroit MI	2023-02-05 05	Detroit	Michigan	MI	Wayne County	-83.04799999999993	42.33168000000006	4	2023-02-05 00:00:00	0	0
Salt Lake City UT	2023-02-05 05	Salt Lake City	Utah	UT	Salt Lake County	-111.88822	40.76031000000006	2	2023-02-05 00:00:00	0	0
Harlingen-Weslaco-Brownsville-McAllen TX	2023-02-05 05	McAllen	Texas	TX	Hidalgo County	-98.22930999999994	26.207700000000045	5	2023-02-05 00:00:00	0	0
Des Moines-Ames IA	2023-02-05 05	Ames	Iowa	IA	Story County	-93.60973762720616	42.02379006704694	8	2023-02-05 00:00:00	0	0
Laredo TX	2023-02-05 05	Lakewood	Washington	WA	Pierce County	-122.50740001094871	47.146779998273935	1	2023-02-05 00:00:00	0	0
St. Joseph MO	2023-02-05 05	Anderson	South Carolina	SC	Anderson County	-82.64961999999997	34.50061000000005	4	2023-02-05 00:00:00	0	0
Seattle-Tacoma WA	2023-02-05 06	Laredo	Texas	TX	Webb County	-99.50230999999997	27.53092000000004	70	2023-02-05 01:00:00	0	0
Greenville-Spartanburg SC-Asheville NC-Anderson SC	2023-02-05 06	St Joseph	Missouri	MO	Buchanan County	-94.85607	39.76660000000004	100	2023-02-05 01:00:00	0	0
Rochester MN-Mason City IA-Austin MN	2023-02-05 06	Rochester	Minnesota	MN	Olmsted County	-92.45932999999997	44.01932000000005	70	2023-02-05 01:00:00	0	0
Duluth MN-Superior WI	2023-02-05 06	Duluth	Minnesota	MN	St. Louis County	-92.15246493953276	46.74651326018735	30	2023-02-05 01:00:00	0	0
Bangor ME	2023-02-05 06	Bangor	Maine	ME	Penobscot County	-68.77076999999997	44.80171000000007	29	2023-02-05 01:00:00	0	0
Rapid City SD	2023-02-05 06	Rapid City	South Dakota	SD	Pennington County	-103.23079999999996	44.08146000000005	25	2023-02-05 01:00:00	0	0
Charleston-Huntington WV	2023-02-05 06	Huntington	West Virginia	WV	Cabell County	-82.41917368177556	38.41415102368572	32	2023-02-05 01:00:00	0	0
Abilene-Sweetwater TX	2023-02-05 06	Sweetwater	Texas	TX	Nolan County	-100.39898999999996	32.474590000000035	24	2023-02-05 01:00:00	0	0
Twin Falls ID	2023-02-05 06	Twin Falls	Idaho	ID	Twin Falls County	-114.46959999999996	42.55619000000007	23	2023-02-05 01:00:00	0	0
Peoria-Bloomington IL	2023-02-05 06	Bloomington	Illinois	IL	McLean County	-88.99772999999999	40.485460000000046	21	2023-02-05 01:00:00	0	0
Binghamton NY	2023-02-05 06	Binghamton	New York	NY	Broome County	-75.91128999999995	42.09871000000004	20	2023-02-05 01:00:00	0	0
Bluefield-Beckley-Oak Hill WV	2023-02-05 06	Bluefield	West Virginia	WV	Mercer County	-81.22261999999995	37.26798000000008	54	2023-02-05 01:00:00	0	0
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL	2023-02-05 06	Mt Vernon	Illinois	IL	Jefferson County	-88.90363999999995	38.31728000000004	29	2023-02-05 01:00:00	0	0
Fargo-Valley City ND	2023-02-05 06	Valley City	North Dakota	ND	Barnes County	-98.00225999999996	46.92335000000002	21	2023-02-05 01:00:00	0	0
Wheeling WV-Steubenville OH	2023-02-05 06	Steubenville	Ohio	OH	Jefferson County	-80.63842999999997	40.36962000000005	20	2023-02-05 01:00:00	0	0
Idaho Falls-Pocatello ID	2023-02-05 06	Pocatello	Idaho	ID	Bannock County	-112.44707000002782	42.85455884157094	16	2023-02-05 01:00:00	0	0
Wichita-Hutchinson KS	2023-02-05 06	Hutchinson	Kansas	KS	Reno County	-97.84744978200544	38.148354836871526	14	2023-02-05 01:00:00	0	0
Burlington VT-Plattsburgh NY	2023-02-05 06	Burlington	Vermont	VT	Chittenden County	-73.25744093254113	44.51981909934685	20	2023-02-05 01:00:00	0	0
Lubbock TX	2023-02-05 06	Lubbock	Texas	TX	Lubbock County	-101.84500999999996	33.58451000000008	13	2023-02-05 01:00:00	0	0
Medford-Klamath Falls OR	2023-02-05 06	Klamath Falls	Oregon	OR	Klamath County	-121.78205999999994	42.22388000000007	14	2023-02-05 01:00:00	0	0
Boise ID	2023-02-05 06	Boise	Idaho	ID	Ada County	-116.19339999999994	43.60764000000007	9	2023-02-05 01:00:00	0	0
Lexington KY	2023-02-05 06	Lexington	Kentucky	KY	Fayette County	-84.50032	38.04859000000005	8	2023-02-05 01:00:00	0	0
Monroe LA-El Dorado AR	2023-02-05 06	Monroe	Ohio	OH	Preble County	-84.67633999999998	39.88727000000006	13	2023-02-05 01:00:00	0	0
Santa Barbara-Santa Maria-San Luis Obispo CA	2023-02-05 06	Santa Maria	California	CA	Santa Barbara	-120.42950467295438	34.910408369906094	7	2023-02-05 01:00:00	0	0
Knoxville TN	2023-02-05 06	Knoxville	Tennessee	TN	Knox County	-83.92102999999997	35.960680000000025	7	2023-02-05 01:00:00	0	0
Louisville KY	2023-02-05 06	Louisville	Kentucky	KY	Jefferson County	-85.76665999999993	38.254890000000046	7	2023-02-05 01:00:00	0	0
Columbus-Tupelo-West Point MS	2023-02-05 06	West Point	Mississippi	MS	Clay County	-88.65043999999993	33.60651000000007	12	2023-02-05 01:00:00	0	0
Spokane WA	2023-02-05 06	Spokane	Washington	WA	Spokane County	-117.41161999999996	47.65726000000007	4	2023-02-05 01:00:00	0	0
Bakersfield CA	2023-02-05 06	Bakersfield	California	CA	Kern County	-119.01885999999996	35.36730000000006	5	2023-02-05 01:00:00	0	0
Baltimore MD	2023-02-05 06	Baltimore	Maryland	MD	City of Baltimore	-76.60925999999995	39.290580000000034	4	2023-02-05 01:00:00	0	0
Indianapolis IN	2023-02-05 06	Indianapolis	Indiana	IN	Marion County	-86.15011999999997	39.766910000000045	4	2023-02-05 01:00:00	0	0
Wilkes Barre-Scranton PA	2023-02-05 06	Pittston	Pennsylvania	PA	Luzerne County	-75.72943999999995	41.33717000000007	5	2023-02-05 01:00:00	0	0
Detroit MI	2023-02-05 06	Detroit	Michigan	MI	Wayne County	-83.04799999999993	42.33168000000006	3	2023-02-05 01:00:00	0	0
Grand Rapids-Kalamazoo-Battle Creek MI	2023-02-05 06	Battle Creek	Michigan	MI	Calhoun County	-85.18682211214454	42.32892060475615	4	2023-02-05 01:00:00	0	0
Greenville-New Bern-Washington NC	2023-02-05 06	Greenville	Mississippi	MS	Washington	-91.03777999999994	33.398960000000045	14	2023-02-05 01:00:00	0	0
Minneapolis-St. Paul MN	2023-02-05 06	Saint Paul	Minnesota	MN	Hennepin County	-93.19663999999992	44.87207000000007	3	2023-02-05 01:00:00	0	0
Philadelphia PA	2023-02-05 06	Philadelphia	Pennsylvania	PA	Philadelphia County	-75.16217999999996	39.95222000000008	1	2023-02-05 01:00:00	0	0
Rapid City SD	2023-02-05 06	Salt Lake City	Utah	UT	Salt Lake County	-111.88822	40.76031000000006	1	2023-02-05 01:00:00	0	0
Salt Lake City UT	2023-02-05 06	Melbourne	Florida	FL	Brevard County	-80.66641210933265	28.08223636700527	2	2023-02-05 01:00:00	0	0
Twin Falls ID	2023-02-05 07	Rapid City	South Dakota	SD	Pennington County	-103.23079999999996	44.08146000000005	74	2023-02-05 02:00:00	0	0
Helena MT	2023-02-05 07	Twin Falls	Idaho	ID	Twin Falls County	-114.46959999999996	42.55619000000007	100	2023-02-05 02:00:00	0	0
Parkersburg WV	2023-02-05 07	Helena	Montana	MT	Lewis and Clark County	-112.02064999999996	46.58976000000007	60	2023-02-05 02:00:00	0	0
Juneau AK	2023-02-05 07	Parkersburg	West Virginia	WV	Wood County	-81.55856999999997	39.26372000000004	57	2023-02-05 02:00:00	0	0
Cheyenne WY-Scottsbluff NE	2023-02-05 07	Juneau	Alaska	AK	City and Borough of Juneau	-134.40678999999994	58.29973000000008	30	2023-02-05 02:00:00	0	0
Orlando-Daytona Beach-Melbourne FL	2023-02-05 07	Scottsbluff	Nebraska	NE	Scotts Bluff County	-103.63793502731151	41.8762950002571	41	2023-02-05 02:00:00	0	0
Beaumont-Port Arthur TX	2023-02-05 07	Port Arthur	Texas	TX	Jefferson County	-93.94038406517004	29.878026013231256	26	2023-02-05 02:00:00	0	0
Minot-Bismarck-Dickinson(Williston) ND	2023-02-05 07	Williston	North Dakota	ND	Williams County	-103.62186999999994	48.14704000000006	29	2023-02-05 02:00:00	0	0
Biloxi-Gulfport MS	2023-02-05 07	Gulfport	Mississippi	MS	Harrison County	-89.09188999999996	30.38032000000004	26	2023-02-05 02:00:00	0	0
Lafayette IN	2023-02-05 07	Lafayette	Indiana	IN	Tippecanoe County	-86.87597999999997	40.41738000000004	21	2023-02-05 02:00:00	0	0
Columbus GA	2023-02-05 07	Columbus	Georgia	GA	Muscogee County	-84.98756999999993	32.46288000000004	17	2023-02-05 02:00:00	0	0
Evansville IN	2023-02-05 07	Evansville	Indiana	IN	Vanderburgh County	-87.56404999999995	37.97708000000006	16	2023-02-05 02:00:00	0	0
Terre Haute IN	2023-02-05 07	Terre Haute	Indiana	IN	Vigo County	-87.41300999999999	39.46649000000008	16	2023-02-05 02:00:00	0	0
Eugene OR	2023-02-05 07	Eugene	Oregon	OR	Lane County	-123.08836999999994	44.04992000000004	14	2023-02-05 02:00:00	0	0
Greenwood-Greenville MS	2023-02-05 07	Greenwood	Maine	ME	Oxford County	-70.67390999999998	44.336660000000045	39	2023-02-05 02:00:00	0	0
Dayton OH	2023-02-05 07	Dayton	Ohio	OH	Montgomery County	-84.19380999999998	39.75920000000008	13	2023-02-05 02:00:00	0	0
Corpus Christi TX	2023-02-05 07	Corpus Christi	Texas	TX	Nueces County	-97.40389	27.79641000000004	12	2023-02-05 02:00:00	0	0
Charleston-Huntington WV	2023-02-05 07	Huntington	West Virginia	WV	Cabell County	-82.41917368177556	38.41415102368572	19	2023-02-05 02:00:00	0	0
Tyler-Longview(Lufkin & Nacogdoches) TX	2023-02-05 07	Nacogdoches	Texas	TX	Nacogdoches County	-94.65589999999996	31.60378000000003	15	2023-02-05 02:00:00	0	0
Burlington VT-Plattsburgh NY	2023-02-05 07	Burlington	Vermont	VT	Chittenden County	-73.25744093254113	44.51981909934685	11	2023-02-05 02:00:00	0	0
Medford-Klamath Falls OR	2023-02-05 07	Klamath Falls	Oregon	OR	Klamath County	-121.78205999999994	42.22388000000007	10	2023-02-05 02:00:00	0	0
Ft. Wayne IN	2023-02-05 07	Fort Wayne	Indiana	IN	Allen County	-85.13830999999999	41.08026000000008	8	2023-02-05 02:00:00	0	0
Springfield-Holyoke MA	2023-02-05 07	Holyoke	Massachusetts	MA	Hampden County	-72.60820699999994	42.206154000000026	10	2023-02-05 02:00:00	0	0
Peoria-Bloomington IL	2023-02-05 07	Bloomington	Illinois	IL	McLean County	-88.99772999999999	40.485460000000046	8	2023-02-05 02:00:00	0	0
Madison WI	2023-02-05 07	Madison	Wisconsin	WI	Dane County	-89.38643999999994	43.07313000000005	7	2023-02-05 02:00:00	0	0
Baton Rouge LA	2023-02-05 07	Baton Rouge	Louisiana	LA	East Baton Rouge Parish	-91.18663999999995	30.443350000000063	7	2023-02-05 02:00:00	0	0
Richmond-Petersburg VA	2023-02-05 07	Petersburg	Virginia	VA	City of Petersburg	-77.3686188360574	37.23828377309041	10	2023-02-05 02:00:00	0	0
Lexington KY	2023-02-05 07	Lexington	Kentucky	KY	Fayette County	-84.50032	38.04859000000005	6	2023-02-05 02:00:00	0	0
Knoxville TN	2023-02-05 07	Knoxville	Tennessee	TN	Knox County	-83.92102999999997	35.960680000000025	6	2023-02-05 02:00:00	0	0
Columbus OH	2023-02-05 07	Columbus	Ohio	OH	Franklin County	-83.00274999999993	39.96199000000007	6	2023-02-05 02:00:00	0	0
Bakersfield CA	2023-02-05 07	Bakersfield	California	CA	Kern County	-119.01885999999996	35.36730000000006	6	2023-02-05 02:00:00	0	0
Jackson MS	2023-02-05 07	Jackson	Mississippi	MS	Hinds County	-90.18043999999996	32.29896000000008	5	2023-02-05 02:00:00	0	0
Springfield MO	2023-02-05 07	Springfield	Missouri	MO	Greene County	-93.29159	37.20897000000008	5	2023-02-05 02:00:00	0	0
Jacksonville FL	2023-02-05 07	Jacksonville	Florida	FL	Duval County	-81.65621999999996	30.331470000000024	5	2023-02-05 02:00:00	0	0
Salt Lake City UT	2023-02-05 07	Salt Lake City	Utah	UT	Salt Lake County	-111.88822	40.76031000000006	4	2023-02-05 02:00:00	0	0
Providence RI-New Bedford MA	2023-02-05 07	Acushnet	Massachusetts	MA	Bristol County	-70.90428498615711	41.667410010317056	6	2023-02-05 02:00:00	0	0
Harrisburg-Lancaster-Lebanon-York PA	2023-02-05 07	Lancaster	Pennsylvania	PA	Lancaster County	-76.31562127523881	40.0488282379337	3	2023-02-05 02:00:00	0	0
Champaign & Springfield-Decatur IL	2023-02-05 07	Springfield	Illinois	IL	Sangamon County	-89.64715339040946	39.837449984549295	7	2023-02-05 02:00:00	0	0
Indianapolis IN	2023-02-05 07	Indianapolis	Indiana	IN	Marion County	-86.15011999999997	39.766910000000045	2	2023-02-05 02:00:00	0	0
Little Rock-Pine Bluff AR	2023-02-05 07	White Hall	Arkansas	AR	Jefferson County	-92.09252787844376	34.280418002916115	4	2023-02-05 02:00:00	0	0
Baltimore MD	2023-02-05 07	Baltimore	Maryland	MD	City of Baltimore	-76.60925999999995	39.290580000000034	2	2023-02-05 02:00:00	0	0
Detroit MI	2023-02-05 07	Detroit	Michigan	MI	Wayne County	-83.04799999999993	42.33168000000006	1	2023-02-05 02:00:00	0	0
Mankato MN	2023-02-05 07	Houston	Texas	TX	Harris County	-95.36951999999997	29.760780000000068	1	2023-02-05 02:00:00	0	0
Houston TX	2023-02-05 07	Hagerstown	Maryland	MD	Washington County	-77.72770017407683	39.64561007964432	3	2023-02-05 02:00:00	0	0
Alexandria LA	2023-02-05 08	Mankato	Minnesota	MN	Blue Earth County	-94.00240999999994	44.16740000000004	88	2023-02-05 03:00:00	27	2376
Jonesboro AR	2023-02-05 08	Alexandria	Louisiana	LA	Rapides Parish	-92.44567999999998	31.312660000000047	100	2023-02-05 03:00:00	27	2700
Parkersburg WV	2023-02-05 08	Jonesboro	Arkansas	AR	Craighead County	-90.70506999999996	35.83525000000003	65	2023-02-05 03:00:00	27	1755
St. Joseph MO	2023-02-05 08	Parkersburg	West Virginia	WV	Wood County	-81.55856999999997	39.26372000000004	67	2023-02-05 03:00:00	27	1809
Jackson TN	2023-02-05 08	St Joseph	Missouri	MO	Buchanan County	-94.85607	39.76660000000004	65	2023-02-05 03:00:00	27	1755
Panama City FL	2023-02-05 08	Jackson	Tennessee	TN	Madison County	-88.81939999999997	35.61390000000006	33	2023-02-05 03:00:00	27	891
Bend OR	2023-02-05 08	Panama City	Florida	FL	Bay County	-85.66033	30.15987000000007	35	2023-02-05 03:00:00	27	945
Washington DC (Hagerstown MD)	2023-02-05 08	Bend	Oregon	OR	Deschutes County	-121.31536999999996	44.05782000000005	20	2023-02-05 03:00:00	27	540
Biloxi-Gulfport MS	2023-02-05 08	Gulfport	Mississippi	MS	Harrison County	-89.09188999999996	30.38032000000004	16	2023-02-05 03:00:00	27	432
Palm Springs CA	2023-02-05 08	Palm Springs	California	CA	Riverside County	-116.51195999999996	33.823210000000074	17	2023-02-05 03:00:00	27	459
Gainesville FL	2023-02-05 08	Gainesville	Florida	FL	Alachua County	-82.32271999999993	29.65198000000004	16	2023-02-05 03:00:00	27	432
Montgomery (Selma) AL	2023-02-05 08	Selma	Alabama	AL	Dallas County	-87.03288425718515	32.41221875852521	16	2023-02-05 03:00:00	27	432
Jackson MS	2023-02-05 08	Jackson	Mississippi	MS	Hinds County	-90.18043999999996	32.29896000000008	11	2023-02-05 03:00:00	27	297
Rochester MN-Mason City IA-Austin MN	2023-02-05 08	Rochester	Minnesota	MN	Olmsted County	-92.45932999999997	44.01932000000005	25	2023-02-05 03:00:00	27	675
Baton Rouge LA	2023-02-05 08	Baton Rouge	Louisiana	LA	East Baton Rouge Parish	-91.18663999999995	30.443350000000063	10	2023-02-05 03:00:00	27	270
Harrisonburg VA	2023-02-05 08	Harrisonburg	Virginia	VA	City of Harrisonburg	-78.86969999999997	38.45163000000008	9	2023-02-05 03:00:00	27	243
Wausau-Rhinelander WI	2023-02-05 08	Rhinelander	Wisconsin	WI	Oneida County	-89.52343390348499	45.607513411484646	7	2023-02-05 03:00:00	27	189
Corpus Christi TX	2023-02-05 08	Corpus Christi	Texas	TX	Nueces County	-97.40389	27.79641000000004	7	2023-02-05 03:00:00	27	189
Wichita Falls TX & Lawton OK	2023-02-05 08	Lawton	Oklahoma	OK	Comanche County	-98.43374861680476	34.73082523544293	12	2023-02-05 03:00:00	27	324
Omaha NE	2023-02-05 08	Omaha	Nebraska	NE	Douglas County	-95.94025999999997	41.26068000000004	6	2023-02-05 03:00:00	27	162
Harlingen-Weslaco-Brownsville-McAllen TX	2023-02-05 08	McAllen	Texas	TX	Hidalgo County	-98.22930999999994	26.207700000000045	7	2023-02-05 03:00:00	27	189
Lincoln & Hastings-Kearney NE	2023-02-05 08	Hastings	Nebraska	NE	Adams County	-98.38526599999992	40.616719000000046	12	2023-02-05 03:00:00	27	324
Syracuse NY	2023-02-05 08	Syracuse	New York	NY	Onondaga County	-76.14737999999994	43.05042000000003	6	2023-02-05 03:00:00	27	162
Augusta GA	2023-02-05 08	Augusta	Georgia	GA	Richmond County	-81.97518999999994	33.47935000000007	5	2023-02-05 03:00:00	27	135
Dayton OH	2023-02-05 08	Dayton	Ohio	OH	Montgomery County	-84.19380999999998	39.75920000000008	4	2023-02-05 03:00:00	27	108
Tucson (Sierra Vista) AZ	2023-02-05 08	Sierra Vista	Arizona	AZ	Cochise County	-110.27467999999998	31.56942000000004	6	2023-02-05 03:00:00	27	162
Lexington KY	2023-02-05 08	Lexington	Kentucky	KY	Fayette County	-84.50032	38.04859000000005	4	2023-02-05 03:00:00	27	108
Charlottesville VA	2023-02-05 08	Charlottesville	Virginia	VA	City of Charlottesville	-78.47755999999998	38.032130000000045	4	2023-02-05 03:00:00	27	108
Waco-Temple-Bryan TX	2023-02-05 08	Bryan	Texas	TX	Brazos County	-96.36367641045288	30.688316939527848	6	2023-02-05 03:00:00	27	162
Burlington VT-Plattsburgh NY	2023-02-05 08	Burlington	Vermont	VT	Chittenden County	-73.25744093254113	44.51981909934685	4	2023-02-05 03:00:00	27	108
Honolulu HI	2023-02-05 08	Honolulu	Hawaii	HI	City and County of Honolulu	-157.85787999999997	21.30493000000008	3	2023-02-05 03:00:00	27	81
Baltimore MD	2023-02-05 08	Baltimore	Maryland	MD	City of Baltimore	-76.60925999999995	39.290580000000034	3	2023-02-05 03:00:00	27	81
Little Rock-Pine Bluff AR	2023-02-05 08	White Hall	Arkansas	AR	Jefferson County	-92.09252787844376	34.280418002916115	6	2023-02-05 03:00:00	27	162
Salt Lake City UT	2023-02-05 08	Salt Lake City	Utah	UT	Salt Lake County	-111.88822	40.76031000000006	2	2023-02-05 03:00:00	27	54
Mobile AL-Pensacola (Ft. Walton Beach) FL	2023-02-05 08	Fort Walton Beach	Florida	FL	Okaloosa County	-86.61529999999999	30.40424000000008	3	2023-02-05 03:00:00	27	81
Phoenix AZ	2023-02-05 08	Phoenix	Arizona	AZ	Maricopa County	-112.07579999999996	33.44825000000003	1	2023-02-05 03:00:00	27	27
Chicago IL	2023-02-05 08	Chicago	Illinois	IL	Cook County	-87.63244999999995	41.88425000000007	1	2023-02-05 03:00:00	27	27
Portland-Auburn ME	2023-02-05 08	Auburn	Maine	ME	Androscoggin County	-70.28306819934934	44.021514101683046	2	2023-02-05 03:00:00	27	54
Meridian MS	2023-02-05 08	Canton	Ohio	OH	Stark County	-81.38800503285043	40.77287999716256	1	2023-02-05 03:00:00	27	27
Alexandria LA	2023-02-05 08	Port Saint Lucie	Florida	FL	St. Lucie County	-80.31280254736411	27.265637995158247	3	2023-02-05 03:00:00	27	81
Cleveland-Akron (Canton) OH	2023-02-05 08	Plainville	Connecticut	CT	Hartford County	-72.88918499503713	41.686260009504046	2	2023-02-05 03:00:00	27	54
St. Joseph MO	2023-02-05 09	Meridian	Mississippi	MS	Lauderdale County	-88.70307999999994	32.365080000000034	100	2023-02-05 04:00:00	29	2900
Alpena MI	2023-02-05 09	Alexandria	Louisiana	LA	Rapides Parish	-92.44567999999998	31.312660000000047	96	2023-02-05 04:00:00	29	2784
West Palm Beach-Ft. Pierce FL	2023-02-05 09	St Joseph	Missouri	MO	Buchanan County	-94.85607	39.76660000000004	81	2023-02-05 04:00:00	29	2349
Laredo TX	2023-02-05 09	Alpena	Michigan	MI	Alpena County	-83.44514999999996	45.06156000000004	55	2023-02-05 04:00:00	29	1595
Lubbock TX	2023-02-05 09	Laredo	Texas	TX	Webb County	-99.50230999999997	27.53092000000004	32	2023-02-05 04:00:00	29	928
Yakima-Pasco-Richland-Kennewick WA	2023-02-05 09	Lubbock	Texas	TX	Lubbock County	-101.84500999999996	33.58451000000008	32	2023-02-05 04:00:00	29	928
Abilene-Sweetwater TX	2023-02-05 09	Finley	Washington	WA	Benton County	-119.06973	46.17291000000006	20	2023-02-05 04:00:00	29	580
Yuma AZ-El Centro CA	2023-02-05 09	Sweetwater	Texas	TX	Nolan County	-100.39898999999996	32.474590000000035	18	2023-02-05 04:00:00	29	522
El Paso TX	2023-02-05 09	Yuma	Arizona	AZ	Yuma County	-114.52700001398428	32.700765006104845	30	2023-02-05 04:00:00	29	870
Hartford & New Haven CT	2023-02-05 09	El Paso	Texas	TX	El Paso County	-106.48748999999998	31.759160000000065	16	2023-02-05 04:00:00	29	464
Medford-Klamath Falls OR	2023-02-05 09	Klamath Falls	Oregon	OR	Klamath County	-121.78205999999994	42.22388000000007	19	2023-02-05 04:00:00	29	551
Peoria-Bloomington IL	2023-02-05 09	Bloomington	Illinois	IL	McLean County	-88.99772999999999	40.485460000000046	17	2023-02-05 04:00:00	29	493
Corpus Christi TX	2023-02-05 09	Corpus Christi	Texas	TX	Nueces County	-97.40389	27.79641000000004	12	2023-02-05 04:00:00	29	348
Lafayette LA	2023-02-05 09	Lafayette	Louisiana	LA	Lafayette Parish	-92.01704999999998	30.220320000000072	13	2023-02-05 04:00:00	29	377
Utica NY	2023-02-05 09	Utica	New York	NY	Oneida County	-75.24257999999996	43.09589000000005	12	2023-02-05 04:00:00	29	348
Columbus GA	2023-02-05 09	Columbus	Georgia	GA	Muscogee County	-84.98756999999993	32.46288000000004	9	2023-02-05 04:00:00	29	261
Parkersburg WV	2023-02-05 09	Parkersburg	West Virginia	WV	Wood County	-81.55856999999997	39.26372000000004	10	2023-02-05 04:00:00	29	290
Erie PA	2023-02-05 09	Erie	Pennsylvania	PA	Erie County	-80.08549999999997	42.129820000000045	6	2023-02-05 04:00:00	29	174
Terre Haute IN	2023-02-05 09	Terre Haute	Indiana	IN	Vigo County	-87.41300999999999	39.46649000000008	7	2023-02-05 04:00:00	29	203
Wausau-Rhinelander WI	2023-02-05 09	Rhinelander	Wisconsin	WI	Oneida County	-89.52343390348499	45.607513411484646	6	2023-02-05 04:00:00	29	174
Columbus-Tupelo-West Point MS	2023-02-05 09	West Point	Mississippi	MS	Clay County	-88.65043999999993	33.60651000000007	16	2023-02-05 04:00:00	29	464
Fargo-Valley City ND	2023-02-05 09	Valley City	North Dakota	ND	Barnes County	-98.00225999999996	46.92335000000002	9	2023-02-05 04:00:00	29	261
Dayton OH	2023-02-05 09	Dayton	Ohio	OH	Montgomery County	-84.19380999999998	39.75920000000008	5	2023-02-05 04:00:00	29	145
Charleston-Huntington WV	2023-02-05 09	Huntington	West Virginia	WV	Cabell County	-82.41917368177556	38.41415102368572	6	2023-02-05 04:00:00	29	174
Panama City FL	2023-02-05 09	Panama City	Florida	FL	Bay County	-85.66033	30.15987000000007	5	2023-02-05 04:00:00	29	145
La Crosse-Eau Claire WI	2023-02-05 09	Eau Claire	Wisconsin	WI	Eau Claire County	-91.46198630354552	44.76897105875712	6	2023-02-05 04:00:00	29	174
Ft. Smith-Fayetteville-Springdale-Rogers AR	2023-02-05 09	Springdale	Arkansas	AR	Washington County	-94.1037260045514	36.17115248366951	5	2023-02-05 04:00:00	29	145
Ft. Wayne IN	2023-02-05 09	Fort Wayne	Indiana	IN	Allen County	-85.13830999999999	41.08026000000008	4	2023-02-05 04:00:00	29	116
Harlingen-Weslaco-Brownsville-McAllen TX	2023-02-05 09	McAllen	Texas	TX	Hidalgo County	-98.22930999999994	26.207700000000045	5	2023-02-05 04:00:00	29	145
Macon GA	2023-02-05 09	Macon	Georgia	GA	Bibb County	-83.62801999999994	32.83994000000007	3	2023-02-05 04:00:00	29	87
Florence-Myrtle Beach SC	2023-02-05 09	Myrtle Beach	South Carolina	SC	Horry County	-78.99494599999997	33.67792000000003	4	2023-02-05 04:00:00	29	116
Tyler-Longview(Lufkin & Nacogdoches) TX	2023-02-05 09	Nacogdoches	Texas	TX	Nacogdoches County	-94.65589999999996	31.60378000000003	4	2023-02-05 04:00:00	29	116
Memphis TN	2023-02-05 09	Memphis	Tennessee	TN	Shelby County	-90.04924999999997	35.14976000000007	2	2023-02-05 04:00:00	29	58
Milwaukee WI	2023-02-05 09	Milwaukee	Wisconsin	WI	Milwaukee County	-87.90689999999995	43.04223000000008	2	2023-02-05 04:00:00	29	58
New Orleans LA	2023-02-05 09	New Orleans	Louisiana	LA	Orleans Parish	-90.07774999999998	29.953700000000023	2	2023-02-05 04:00:00	29	58
Green Bay-Appleton WI	2023-02-05 09	Appleton	Wisconsin	WI	Outagamie County	-88.38496613956664	44.26672407622406	4	2023-02-05 04:00:00	29	116
Chattanooga TN	2023-02-05 09	Chattanooga	Tennessee	TN	Hamilton County	-85.30946999999996	35.04672000000005	2	2023-02-05 04:00:00	29	58
San Antonio TX	2023-02-05 09	San Antonio	Texas	TX	Bexar County	-98.49460999999997	29.42458000000005	2	2023-02-05 04:00:00	29	58
Indianapolis IN	2023-02-05 09	Indianapolis	Indiana	IN	Marion County	-86.15011999999997	39.766910000000045	2	2023-02-05 04:00:00	29	58
