DMA	UTC	City	Region	RegionAbbr	Subregion	Longitude	Latitude	DMA_Search	EST	US_Search	Search
New Orleans LA	2023-02-07 01	New Orleans	Louisiana	LA	Orleans Parish	-90.07774999999998	29.953700000000023	1	2023-02-06 20:00:00	31	31
Las Vegas NV	2023-02-07 01	Las Vegas	Nevada	NV	Clark County	-115.14000999999996	36.17193000000003	1	2023-02-06 20:00:00	31	31
Cleveland-Akron (Canton) OH	2023-02-07 01	Canton	Ohio	OH	Stark County	-81.38800503285043	40.77287999716256	2	2023-02-06 20:00:00	31	62
Greenville-Spartanburg SC-Asheville NC-Anderson SC	2023-02-07 01	Anderson	South Carolina	SC	Anderson County	-82.64961999999997	34.50061000000005	2	2023-02-06 20:00:00	31	62
Lima OH	2023-02-07 01	McAllen	Texas	TX	Hidalgo County	-98.22930999999994	26.207700000000045	1	2023-02-06 20:00:00	31	31
Harlingen-Weslaco-Brownsville-McAllen TX	2023-02-07 01	Hialeah	Florida	FL	Miami-Dade County	-80.32568199999997	25.90754900000008	2	2023-02-06 20:00:00	31	62
Meridian MS	2023-02-07 01	Melbourne	Florida	FL	Brevard County	-80.66641210933265	28.08223636700527	1	2023-02-06 20:00:00	31	31
Miami-Ft. Lauderdale FL	2023-02-07 02	Lima	Ohio	OH	Allen County	-84.10744999999997	40.74269000000004	100	2023-02-06 21:00:00	35	3500
Victoria TX	2023-02-07 02	Meridian	Mississippi	MS	Lauderdale County	-88.70307999999994	32.365080000000034	45	2023-02-06 21:00:00	35	1575
Zanesville OH	2023-02-07 02	Victoria	Texas	TX	Victoria County	-97.00356999999995	28.80594000000008	42	2023-02-06 21:00:00	35	1470
Lafayette IN	2023-02-07 02	Zanesville	Ohio	OH	Muskingum County	-82.00138999999997	39.940540000000055	77	2023-02-06 21:00:00	35	2695
Binghamton NY	2023-02-07 02	Lafayette	Indiana	IN	Tippecanoe County	-86.87597999999997	40.41738000000004	39	2023-02-06 21:00:00	35	1365
Rapid City SD	2023-02-07 02	Binghamton	New York	NY	Broome County	-75.91128999999995	42.09871000000004	26	2023-02-06 21:00:00	35	910
Orlando-Daytona Beach-Melbourne FL	2023-02-07 02	Rapid City	South Dakota	SD	Pennington County	-103.23079999999996	44.08146000000005	22	2023-02-06 21:00:00	35	770
San Angelo TX	2023-02-07 02	San Angelo	Texas	TX	Tom Green County	-100.44255999999996	31.46183000000008	20	2023-02-06 21:00:00	35	700
Sioux City IA	2023-02-07 02	Sioux City	Iowa	IA	Woodbury County	-96.42085999999992	42.499900000000025	17	2023-02-06 21:00:00	35	595
Eureka CA	2023-02-07 02	Eureka	California	CA	Humboldt County	-124.15952999999996	40.803270000000055	15	2023-02-06 21:00:00	35	525
Traverse City-Cadillac MI	2023-02-07 02	Traverse City	Michigan	MI	Grand Traverse County	-85.59611399999993	44.743381000000056	21	2023-02-06 21:00:00	35	735
Fairbanks AK	2023-02-07 02	Fairbanks	Alaska	AK	Fairbanks North Star Borough	-147.72209999999998	64.84525000000008	14	2023-02-06 21:00:00	35	490
Watertown NY	2023-02-07 02	Watertown	New York	NY	Jefferson County	-75.91427999999996	43.97586000000008	21	2023-02-06 21:00:00	35	735
Sherman TX-Ada OK	2023-02-07 02	Sherman	Texas	TX	Grayson County	-96.60912999999992	33.63604000000004	10	2023-02-06 21:00:00	35	350
Grand Junction-Montrose CO	2023-02-07 02	Olathe	Colorado	CO	Montrose	-107.977821651081	38.60269263319038	20	2023-02-06 21:00:00	35	700
Wausau-Rhinelander WI	2023-02-07 02	Rhinelander	Wisconsin	WI	Oneida County	-89.52343390348499	45.607513411484646	10	2023-02-06 21:00:00	35	350
Idaho Falls-Pocatello ID	2023-02-07 02	Pocatello	Idaho	ID	Bannock County	-112.44707000002782	42.85455884157094	11	2023-02-06 21:00:00	35	385
Columbia-Jefferson City MO	2023-02-07 02	Jefferson	Arkansas	AR	Columbia	-93.36837999999992	33.35105000000004	9	2023-02-06 21:00:00	35	315
Ft. Smith-Fayetteville-Springdale-Rogers AR	2023-02-07 02	Springdale	Arkansas	AR	Washington County	-94.1037260045514	36.17115248366951	9	2023-02-06 21:00:00	35	315
Birmingham AL	2023-02-07 02	Birmingham	Alabama	AL	Jefferson County	-86.81178999999997	33.52072000000004	9	2023-02-06 21:00:00	35	315
Topeka KS	2023-02-07 02	Topeka	Kansas	KS	Shawnee County	-95.67117999999992	39.04928000000008	8	2023-02-06 21:00:00	35	280
Lincoln & Hastings-Kearney NE	2023-02-07 02	Hastings	Nebraska	NE	Adams County	-98.38526599999992	40.616719000000046	14	2023-02-06 21:00:00	35	490
La Crosse-Eau Claire WI	2023-02-07 02	Eau Claire	Wisconsin	WI	Eau Claire County	-91.46198630354552	44.76897105875712	10	2023-02-06 21:00:00	35	350
Missoula MT	2023-02-07 02	Missoula	Montana	MT	Missoula County	-113.99624999999996	46.872780000000034	8	2023-02-06 21:00:00	35	280
Laredo TX	2023-02-07 02	Laredo	Texas	TX	Webb County	-99.50230999999997	27.53092000000004	7	2023-02-06 21:00:00	35	245
Corpus Christi TX	2023-02-07 02	Corpus Christi	Texas	TX	Nueces County	-97.40389	27.79641000000004	7	2023-02-06 21:00:00	35	245
Huntsville-Decatur (Florence) AL	2023-02-07 02	Florence	Alabama	AL	Lauderdale County	-87.60946000814877	34.835329994016945	8	2023-02-06 21:00:00	35	280
Omaha NE	2023-02-07 02	Omaha	Nebraska	NE	Douglas County	-95.94025999999997	41.26068000000004	4	2023-02-06 21:00:00	35	140
Cedar Rapids-Waterloo-Iowa City & Dubuque IA	2023-02-07 02	Waterloo	Iowa	IA	Black Hawk County	-92.33877829277164	42.495836568877465	7	2023-02-06 21:00:00	35	245
Des Moines-Ames IA	2023-02-07 02	Ames	Iowa	IA	Story County	-93.60973762720616	42.02379006704694	4	2023-02-06 21:00:00	35	140
Oklahoma City OK	2023-02-07 02	Oklahoma City	Oklahoma	OK	Oklahoma County	-97.52106999999997	35.472030000000075	3	2023-02-06 21:00:00	35	105
Norfolk-Portsmouth-Newport News VA	2023-02-07 02	Portsmouth	Rhode Island	RI	Newport	-71.25359999999995	41.58999000000006	4	2023-02-06 21:00:00	35	140
Albany-Schenectady-Troy NY	2023-02-07 02	Schenectady	New York	NY	Schenectady County	-73.85410778560362	42.782520346101855	3	2023-02-06 21:00:00	35	105
Santa Barbara-Santa Maria-San Luis Obispo CA	2023-02-07 02	Santa Maria	California	CA	Santa Barbara	-120.42950467295438	34.910408369906094	3	2023-02-06 21:00:00	35	105
West Palm Beach-Ft. Pierce FL	2023-02-07 02	Port Saint Lucie	Florida	FL	St. Lucie County	-80.31280254736411	27.265637995158247	3	2023-02-06 21:00:00	35	105
Yakima-Pasco-Richland-Kennewick WA	2023-02-07 02	Finley	Washington	WA	Benton County	-119.06973	46.17291000000006	2	2023-02-06 21:00:00	35	70
Tulsa OK	2023-02-07 02	Tulsa	Oklahoma	OK	Tulsa County	-95.99352	36.15011000000004	2	2023-02-06 21:00:00	35	70
Bakersfield CA	2023-02-07 02	Bakersfield	California	CA	Kern County	-119.01885999999996	35.36730000000006	2	2023-02-06 21:00:00	35	70
Pittsburgh PA	2023-02-07 02	Pittsburgh	Pennsylvania	PA	Allegheny County	-79.99733999999995	40.43851000000007	2	2023-02-06 21:00:00	35	70
Greensboro-High Point-Winston Salem NC	2023-02-07 02	Township of Friendship	North Carolina	NC	Guilford County	-79.93700999999999	36.106130000000064	3	2023-02-06 21:00:00	35	105
Memphis TN	2023-02-07 02	Memphis	Tennessee	TN	Shelby County	-90.04924999999997	35.14976000000007	2	2023-02-06 21:00:00	35	70
Champaign & Springfield-Decatur IL	2023-02-07 02	Springfield	Illinois	IL	Sangamon County	-89.64715339040946	39.837449984549295	3	2023-02-06 21:00:00	35	105
Waco-Temple-Bryan TX	2023-02-07 02	Bryan	Texas	TX	Brazos County	-96.36367641045288	30.688316939527848	2	2023-02-06 21:00:00	35	70
Cleveland-Akron (Canton) OH	2023-02-07 02	Canton	Ohio	OH	Stark County	-81.38800503285043	40.77287999716256	2	2023-02-06 21:00:00	35	70
Kansas City MO	2023-02-07 02	Kansas City	Missouri	MO	Jackson County	-94.58310999999996	39.10344000000004	2	2023-02-06 21:00:00	35	70
Tucson (Sierra Vista) AZ	2023-02-07 02	Sierra Vista	Arizona	AZ	Cochise County	-110.27467999999998	31.56942000000004	2	2023-02-06 21:00:00	35	70
Detroit MI	2023-02-07 02	Detroit	Michigan	MI	Wayne County	-83.04799999999993	42.33168000000006	1	2023-02-06 21:00:00	35	35
Philadelphia PA	2023-02-07 02	Philadelphia	Pennsylvania	PA	Philadelphia County	-75.16217999999996	39.95222000000008	1	2023-02-06 21:00:00	35	35
Portland OR	2023-02-07 02	Portland	Oregon	OR	Multnomah County	-122.67562999999996	45.51179000000008	1	2023-02-06 21:00:00	35	35
Bangor ME	2023-02-07 02	Plainville	Connecticut	CT	Hartford County	-72.88918499503713	41.686260009504046	2	2023-02-06 21:00:00	35	70
Lima OH	2023-02-07 03	Bangor	Maine	ME	Penobscot County	-68.77076999999997	44.80171000000007	66	2023-02-06 22:00:00	19	1254
Hartford & New Haven CT	2023-02-07 03	Lima	Ohio	OH	Allen County	-84.10744999999997	40.74269000000004	100	2023-02-06 22:00:00	19	1900
Youngstown OH	2023-02-07 03	Youngstown	Ohio	OH	Mahoning County	-80.65078999999997	41.098100000000045	38	2023-02-06 22:00:00	19	722
Topeka KS	2023-02-07 03	Topeka	Kansas	KS	Shawnee County	-95.67117999999992	39.04928000000008	35	2023-02-06 22:00:00	19	665
Ottumwa IA-Kirksville MO	2023-02-07 03	Kirksville	Missouri	MO	Adair County	-92.57201999999997	40.19682000000006	52	2023-02-06 22:00:00	19	988
Cheyenne WY-Scottsbluff NE	2023-02-07 03	Scottsbluff	Nebraska	NE	Scotts Bluff County	-103.63793502731151	41.8762950002571	43	2023-02-06 22:00:00	19	817
Erie PA	2023-02-07 03	Erie	Pennsylvania	PA	Erie County	-80.08549999999997	42.129820000000045	26	2023-02-06 22:00:00	19	494
Sherman TX-Ada OK	2023-02-07 03	Sherman	Texas	TX	Grayson County	-96.60912999999992	33.63604000000004	29	2023-02-06 22:00:00	19	551
Terre Haute IN	2023-02-07 03	Terre Haute	Indiana	IN	Vigo County	-87.41300999999999	39.46649000000008	20	2023-02-06 22:00:00	19	380
Rochester MN-Mason City IA-Austin MN	2023-02-07 03	Rochester	Minnesota	MN	Olmsted County	-92.45932999999997	44.01932000000005	79	2023-02-06 22:00:00	19	1501
Clarksburg-Weston WV	2023-02-07 03	Clarksburg	West Virginia	WV	Harrison County	-80.34016999999993	39.27944000000008	31	2023-02-06 22:00:00	19	589
Wausau-Rhinelander WI	2023-02-07 03	Rhinelander	Wisconsin	WI	Oneida County	-89.52343390348499	45.607513411484646	18	2023-02-06 22:00:00	19	342
Columbia-Jefferson City MO	2023-02-07 03	Jefferson	Arkansas	AR	Columbia	-93.36837999999992	33.35105000000004	18	2023-02-06 22:00:00	19	342
Panama City FL	2023-02-07 03	Panama City	Florida	FL	Bay County	-85.66033	30.15987000000007	17	2023-02-06 22:00:00	19	323
Jackson MS	2023-02-07 03	Jackson	Mississippi	MS	Hinds County	-90.18043999999996	32.29896000000008	15	2023-02-06 22:00:00	19	285
Sioux Falls(Mitchell) SD	2023-02-07 03	Sioux Falls	South Dakota	SD	Minnehaha County	-96.73127999999996	43.54577000000006	22	2023-02-06 22:00:00	19	418
Savannah GA	2023-02-07 03	Savannah	Georgia	GA	Chatham County	-81.09118999999998	32.080910000000074	12	2023-02-06 22:00:00	19	228
Amarillo TX	2023-02-07 03	Amarillo	Texas	TX	Potter County	-101.83388999999994	35.207250000000045	12	2023-02-06 22:00:00	19	228
Beaumont-Port Arthur TX	2023-02-07 03	Port Arthur	Texas	TX	Jefferson County	-93.94038406517004	29.878026013231256	12	2023-02-06 22:00:00	19	228
Corpus Christi TX	2023-02-07 03	Corpus Christi	Texas	TX	Nueces County	-97.40389	27.79641000000004	11	2023-02-06 22:00:00	19	209
Joplin MO-Pittsburg KS	2023-02-07 03	Pittsburg	Kansas	KS	Crawford County	-94.70037000938336	37.41058500363053	12	2023-02-06 22:00:00	19	228
Flint-Saginaw-Bay City MI	2023-02-07 03	Bay City	Michigan	MI	Bay County	-83.88930356131523	43.59577191183817	10	2023-02-06 22:00:00	19	190
Wichita Falls TX & Lawton OK	2023-02-07 03	Lawton	Oklahoma	OK	Comanche County	-98.43374861680476	34.73082523544293	19	2023-02-06 22:00:00	19	361
Macon GA	2023-02-07 03	Macon	Georgia	GA	Bibb County	-83.62801999999994	32.83994000000007	8	2023-02-06 22:00:00	19	152
Birmingham AL	2023-02-07 03	Birmingham	Alabama	AL	Jefferson County	-86.81178999999997	33.52072000000004	9	2023-02-06 22:00:00	19	171
Cincinnati OH	2023-02-07 03	Cincinnati	Ohio	OH	Hamilton County	-84.51438999999993	39.12711000000007	6	2023-02-06 22:00:00	19	114
Springfield-Holyoke MA	2023-02-07 03	Holyoke	Massachusetts	MA	Hampden County	-72.60820699999994	42.206154000000026	18	2023-02-06 22:00:00	19	342
Idaho Falls-Pocatello ID	2023-02-07 03	Pocatello	Idaho	ID	Bannock County	-112.44707000002782	42.85455884157094	9	2023-02-06 22:00:00	19	171
Harlingen-Weslaco-Brownsville-McAllen TX	2023-02-07 03	McAllen	Texas	TX	Hidalgo County	-98.22930999999994	26.207700000000045	6	2023-02-06 22:00:00	19	114
Grand Rapids-Kalamazoo-Battle Creek MI	2023-02-07 03	Battle Creek	Michigan	MI	Calhoun County	-85.18682211214454	42.32892060475615	5	2023-02-06 22:00:00	19	95
Harrisburg-Lancaster-Lebanon-York PA	2023-02-07 03	Lancaster	Pennsylvania	PA	Lancaster County	-76.31562127523881	40.0488282379337	6	2023-02-06 22:00:00	19	114
El Paso TX	2023-02-07 03	El Paso	Texas	TX	El Paso County	-106.48748999999998	31.759160000000065	4	2023-02-06 22:00:00	19	76
Bakersfield CA	2023-02-07 03	Bakersfield	California	CA	Kern County	-119.01885999999996	35.36730000000006	4	2023-02-06 22:00:00	19	76
Hartford & New Haven CT	2023-02-07 03	Plainville	Connecticut	CT	Hartford County	-72.88918499503713	41.686260009504046	7	2023-02-06 22:00:00	19	133
Memphis TN	2023-02-07 03	Memphis	Tennessee	TN	Shelby County	-90.04924999999997	35.14976000000007	2	2023-02-06 22:00:00	19	38
Wichita-Hutchinson KS	2023-02-07 03	Hutchinson	Kansas	KS	Reno County	-97.84744978200544	38.148354836871526	5	2023-02-06 22:00:00	19	95
Nashville TN	2023-02-07 03	Nashville	Tennessee	TN	Davidson County	-86.77815999999996	36.16784000000007	1	2023-02-06 22:00:00	19	19
Austin TX	2023-02-07 03	Austin	Texas	TX	Travis County	-97.74298999999996	30.26759000000004	1	2023-02-06 22:00:00	19	19
West Palm Beach-Ft. Pierce FL	2023-02-07 03	Port Saint Lucie	Florida	FL	St. Lucie County	-80.31280254736411	27.265637995158247	5	2023-02-06 22:00:00	19	95
Raleigh-Durham (Fayetteville) NC	2023-02-07 03	Raleigh	North Carolina	NC	Wake County	-78.71118521154975	35.64201403788981	2	2023-02-06 22:00:00	19	38
Greenville-Spartanburg SC-Asheville NC-Anderson SC	2023-02-07 03	Anderson	South Carolina	SC	Anderson County	-82.64961999999997	34.50061000000005	3	2023-02-06 22:00:00	19	57
Boston MA-Manchester NH	2023-02-07 03	Manchester	New Hampshire	NH	Hillsborough County	-71.47493182459515	43.029593346961455	1	2023-02-06 22:00:00	19	19
Lima OH	2023-02-07 03	Dallas	Texas	TX	Tarrant County	-97.03982999999994	32.889850000000024	1	2023-02-06 22:00:00	19	19
Ottumwa IA-Kirksville MO	2023-02-07 03	Hagerstown	Maryland	MD	Washington County	-77.72770017407683	39.64561007964432	1	2023-02-06 22:00:00	19	19
Jonesboro AR	2023-02-07 04	Lima	Ohio	OH	Allen County	-84.10744999999997	40.74269000000004	86	2023-02-06 23:00:00	41	3526
Dallas-Ft. Worth TX	2023-02-07 04	Kirksville	Missouri	MO	Adair County	-92.57201999999997	40.19682000000006	100	2023-02-06 23:00:00	41	4100
Washington DC (Hagerstown MD)	2023-02-07 04	Jonesboro	Arkansas	AR	Craighead County	-90.70506999999996	35.83525000000003	50	2023-02-06 23:00:00	41	2050
Juneau AK	2023-02-07 04	Juneau	Alaska	AK	City and Borough of Juneau	-134.40678999999994	58.29973000000008	19	2023-02-06 23:00:00	41	779
Sioux City IA	2023-02-07 04	Sioux City	Iowa	IA	Woodbury County	-96.42085999999992	42.499900000000025	33	2023-02-06 23:00:00	41	1353
Savannah GA	2023-02-07 04	Savannah	Georgia	GA	Chatham County	-81.09118999999998	32.080910000000074	15	2023-02-06 23:00:00	41	615
Missoula MT	2023-02-07 04	Missoula	Montana	MT	Missoula County	-113.99624999999996	46.872780000000034	25	2023-02-06 23:00:00	41	1025
Abilene-Sweetwater TX	2023-02-07 04	Sweetwater	Texas	TX	Nolan County	-100.39898999999996	32.474590000000035	14	2023-02-06 23:00:00	41	574
Joplin MO-Pittsburg KS	2023-02-07 04	Pittsburg	Kansas	KS	Crawford County	-94.70037000938336	37.41058500363053	14	2023-02-06 23:00:00	41	574
Charlottesville VA	2023-02-07 04	Charlottesville	Virginia	VA	City of Charlottesville	-78.47755999999998	38.032130000000045	11	2023-02-06 23:00:00	41	451
Monroe LA-El Dorado AR	2023-02-07 04	Monroe	Ohio	OH	Preble County	-84.67633999999998	39.88727000000006	14	2023-02-06 23:00:00	41	574
Cedar Rapids-Waterloo-Iowa City & Dubuque IA	2023-02-07 04	Waterloo	Iowa	IA	Black Hawk County	-92.33877829277164	42.495836568877465	12	2023-02-06 23:00:00	41	492
Billings, MT	2023-02-07 04	Billings	Montana	MT	Yellowstone County	-108.50606999999997	45.78426000000008	11	2023-02-06 23:00:00	41	451
Palm Springs CA	2023-02-07 04	Palm Springs	California	CA	Riverside County	-116.51195999999996	33.823210000000074	11	2023-02-06 23:00:00	41	451
Burlington VT-Plattsburgh NY	2023-02-07 04	Burlington	Vermont	VT	Chittenden County	-73.25744093254113	44.51981909934685	19	2023-02-06 23:00:00	41	779
Youngstown OH	2023-02-07 04	Youngstown	Ohio	OH	Mahoning County	-80.65078999999997	41.098100000000045	9	2023-02-06 23:00:00	41	369
Boise ID	2023-02-07 04	Boise	Idaho	ID	Ada County	-116.19339999999994	43.60764000000007	5	2023-02-06 23:00:00	41	205
Lexington KY	2023-02-07 04	Lexington	Kentucky	KY	Fayette County	-84.50032	38.04859000000005	5	2023-02-06 23:00:00	41	205
El Paso TX	2023-02-07 04	El Paso	Texas	TX	El Paso County	-106.48748999999998	31.759160000000065	4	2023-02-06 23:00:00	41	164
Charleston-Huntington WV	2023-02-07 04	Huntington	West Virginia	WV	Cabell County	-82.41917368177556	38.41415102368572	5	2023-02-06 23:00:00	41	205
Wichita-Hutchinson KS	2023-02-07 04	Hutchinson	Kansas	KS	Reno County	-97.84744978200544	38.148354836871526	4	2023-02-06 23:00:00	41	164
Flint-Saginaw-Bay City MI	2023-02-07 04	Bay City	Michigan	MI	Bay County	-83.88930356131523	43.59577191183817	3	2023-02-06 23:00:00	41	123
Yakima-Pasco-Richland-Kennewick WA	2023-02-07 04	Finley	Washington	WA	Benton County	-119.06973	46.17291000000006	3	2023-02-06 23:00:00	41	123
Wichita Falls TX & Lawton OK	2023-02-07 04	Lawton	Oklahoma	OK	Comanche County	-98.43374861680476	34.73082523544293	9	2023-02-06 23:00:00	41	369
Baltimore MD	2023-02-07 04	Baltimore	Maryland	MD	City of Baltimore	-76.60925999999995	39.290580000000034	3	2023-02-06 23:00:00	41	123
Harrisburg-Lancaster-Lebanon-York PA	2023-02-07 04	Lancaster	Pennsylvania	PA	Lancaster County	-76.31562127523881	40.0488282379337	4	2023-02-06 23:00:00	41	164
Cincinnati OH	2023-02-07 04	Cincinnati	Ohio	OH	Hamilton County	-84.51438999999993	39.12711000000007	2	2023-02-06 23:00:00	41	82
Memphis TN	2023-02-07 04	Memphis	Tennessee	TN	Shelby County	-90.04924999999997	35.14976000000007	2	2023-02-06 23:00:00	41	82
Eugene OR	2023-02-07 04	Eugene	Oregon	OR	Lane County	-123.08836999999994	44.04992000000004	2	2023-02-06 23:00:00	41	82
Austin TX	2023-02-07 04	Austin	Texas	TX	Travis County	-97.74298999999996	30.26759000000004	2	2023-02-06 23:00:00	41	82
Tucson (Sierra Vista) AZ	2023-02-07 04	Sierra Vista	Arizona	AZ	Cochise County	-110.27467999999998	31.56942000000004	3	2023-02-06 23:00:00	41	123
Harlingen-Weslaco-Brownsville-McAllen TX	2023-02-07 04	McAllen	Texas	TX	Hidalgo County	-98.22930999999994	26.207700000000045	2	2023-02-06 23:00:00	41	82
Albuquerque-Santa Fe NM	2023-02-07 04	Albuquerque	New Mexico	NM	Bernalillo County	-106.57998499999997	35.088640000000055	1	2023-02-06 23:00:00	41	41
Nashville TN	2023-02-07 04	Nashville	Tennessee	TN	Davidson County	-86.77815999999996	36.16784000000007	1	2023-02-06 23:00:00	41	41
Kansas City MO	2023-02-07 04	Kansas City	Missouri	MO	Jackson County	-94.58310999999996	39.10344000000004	1	2023-02-06 23:00:00	41	41
Presque Isle ME	2023-02-07 04	Denver	Colorado	CO	City and County of Denver	-104.99201999999995	39.74001000000004	1	2023-02-06 23:00:00	41	41
Denver CO	2023-02-07 04	Anderson	South Carolina	SC	Anderson County	-82.64961999999997	34.50061000000005	2	2023-02-06 23:00:00	41	82
Utica NY	2023-02-07 05	Presque Isle	Maine	ME	Aroostook County	-68.01536999999996	46.68161000000004	100	2023-02-07 00:00:00	22	2200
San Angelo TX	2023-02-07 05	Utica	New York	NY	Oneida County	-75.24257999999996	43.09589000000005	74	2023-02-07 00:00:00	22	1628
Parkersburg WV	2023-02-07 05	San Angelo	Texas	TX	Tom Green County	-100.44255999999996	31.46183000000008	67	2023-02-07 00:00:00	22	1474
Harrisonburg VA	2023-02-07 05	Parkersburg	West Virginia	WV	Wood County	-81.55856999999997	39.26372000000004	44	2023-02-07 00:00:00	22	968
Salisbury MD	2023-02-07 05	Harrisonburg	Virginia	VA	City of Harrisonburg	-78.86969999999997	38.45163000000008	41	2023-02-07 00:00:00	22	902
Greenville-Spartanburg SC-Asheville NC-Anderson SC	2023-02-07 05	Salisbury	Maryland	MD	Wicomico County	-75.59986999999995	38.36551000000002	23	2023-02-07 00:00:00	22	506
Ottumwa IA-Kirksville MO	2023-02-07 05	Kirksville	Missouri	MO	Adair County	-92.57201999999997	40.19682000000006	36	2023-02-07 00:00:00	22	792
Jackson TN	2023-02-07 05	Jackson	Tennessee	TN	Madison County	-88.81939999999997	35.61390000000006	16	2023-02-07 00:00:00	22	352
Lake Charles LA	2023-02-07 05	Lake Charles	Louisiana	LA	Calcasieu Parish	-93.22010999999996	30.224030000000027	17	2023-02-07 00:00:00	22	374
Grand Junction-Montrose CO	2023-02-07 05	Olathe	Colorado	CO	Montrose	-107.977821651081	38.60269263319038	58	2023-02-07 00:00:00	22	1276
Savannah GA	2023-02-07 05	Savannah	Georgia	GA	Chatham County	-81.09118999999998	32.080910000000074	10	2023-02-07 00:00:00	22	220
Yuma AZ-El Centro CA	2023-02-07 05	Yuma	Arizona	AZ	Yuma County	-114.52700001398428	32.700765006104845	20	2023-02-07 00:00:00	22	440
Charleston-Huntington WV	2023-02-07 05	Huntington	West Virginia	WV	Cabell County	-82.41917368177556	38.41415102368572	12	2023-02-07 00:00:00	22	264
Chattanooga TN	2023-02-07 05	Chattanooga	Tennessee	TN	Hamilton County	-85.30946999999996	35.04672000000005	6	2023-02-07 00:00:00	22	132
Palm Springs CA	2023-02-07 05	Palm Springs	California	CA	Riverside County	-116.51195999999996	33.823210000000074	6	2023-02-07 00:00:00	22	132
Des Moines-Ames IA	2023-02-07 05	Ames	Iowa	IA	Story County	-93.60973762720616	42.02379006704694	9	2023-02-07 00:00:00	22	198
Dayton OH	2023-02-07 05	Dayton	Ohio	OH	Montgomery County	-84.19380999999998	39.75920000000008	6	2023-02-07 00:00:00	22	132
Youngstown OH	2023-02-07 05	Youngstown	Ohio	OH	Mahoning County	-80.65078999999997	41.098100000000045	5	2023-02-07 00:00:00	22	110
Baton Rouge LA	2023-02-07 05	Baton Rouge	Louisiana	LA	East Baton Rouge Parish	-91.18663999999995	30.443350000000063	5	2023-02-07 00:00:00	22	110
Monterey-Salinas CA	2023-02-07 05	Salinas	California	CA	Monterey	-121.65482999999992	36.67087000000004	3	2023-02-07 00:00:00	22	66
El Paso TX	2023-02-07 05	El Paso	Texas	TX	El Paso County	-106.48748999999998	31.759160000000065	3	2023-02-07 00:00:00	22	66
Tallahassee FL-Thomasville GA	2023-02-07 05	Thomasville	Georgia	GA	Thomas County	-83.98791044156097	30.68477418710404	7	2023-02-07 00:00:00	22	154
Reno NV	2023-02-07 05	Reno	Nevada	NV	Washoe County	-119.81352999999996	39.527660000000026	3	2023-02-07 00:00:00	22	66
Memphis TN	2023-02-07 05	Memphis	Tennessee	TN	Shelby County	-90.04924999999997	35.14976000000007	2	2023-02-07 00:00:00	22	44
Nashville TN	2023-02-07 05	Nashville	Tennessee	TN	Davidson County	-86.77815999999996	36.16784000000007	3	2023-02-07 00:00:00	22	66
Kansas City MO	2023-02-07 05	Kansas City	Missouri	MO	Jackson County	-94.58310999999996	39.10344000000004	3	2023-02-07 00:00:00	22	66
Louisville KY	2023-02-07 05	Louisville	Kentucky	KY	Jefferson County	-85.76665999999993	38.254890000000046	2	2023-02-07 00:00:00	22	44
Albuquerque-Santa Fe NM	2023-02-07 05	Albuquerque	New Mexico	NM	Bernalillo County	-106.57998499999997	35.088640000000055	2	2023-02-07 00:00:00	22	44
Chicago IL	2023-02-07 05	Chicago	Illinois	IL	Cook County	-87.63244999999995	41.88425000000007	2	2023-02-07 00:00:00	22	44
Norfolk-Portsmouth-Newport News VA	2023-02-07 05	Portsmouth	Rhode Island	RI	Newport	-71.25359999999995	41.58999000000006	2	2023-02-07 00:00:00	22	44
Orlando-Daytona Beach-Melbourne FL	2023-02-07 05	Melbourne	Florida	FL	Brevard County	-80.66641210933265	28.08223636700527	2	2023-02-07 00:00:00	22	44
Greensboro-High Point-Winston Salem NC	2023-02-07 05	Township of Friendship	North Carolina	NC	Guilford County	-79.93700999999999	36.106130000000064	4	2023-02-07 00:00:00	22	88
Minneapolis-St. Paul MN	2023-02-07 05	Saint Paul	Minnesota	MN	Hennepin County	-93.19663999999992	44.87207000000007	2	2023-02-07 00:00:00	22	44
Columbus OH	2023-02-07 05	Columbus	Ohio	OH	Franklin County	-83.00274999999993	39.96199000000007	1	2023-02-07 00:00:00	22	22
Miami-Ft. Lauderdale FL	2023-02-07 05	Hialeah	Florida	FL	Miami-Dade County	-80.32568199999997	25.90754900000008	2	2023-02-07 00:00:00	22	44
Denver CO	2023-02-07 05	Denver	Colorado	CO	City and County of Denver	-104.99201999999995	39.74001000000004	1	2023-02-07 00:00:00	22	22
Philadelphia PA	2023-02-07 05	Philadelphia	Pennsylvania	PA	Philadelphia County	-75.16217999999996	39.95222000000008	1	2023-02-07 00:00:00	22	22
San Diego CA	2023-02-07 05	San Diego	California	CA	San Diego County	-117.16170999999996	32.71568000000008	1	2023-02-07 00:00:00	22	22
Seattle-Tacoma WA	2023-02-07 05	Lakewood	Washington	WA	Pierce County	-122.50740001094871	47.146779998273935	1	2023-02-07 00:00:00	22	22
Cleveland-Akron (Canton) OH	2023-02-07 05	Canton	Ohio	OH	Stark County	-81.38800503285043	40.77287999716256	1	2023-02-07 00:00:00	22	22
Victoria TX	2023-02-07 06	Victoria	Texas	TX	Victoria County	-97.00356999999995	28.80594000000008	89	2023-02-07 01:00:00	67	5963
