SUMLEV,CBSA,NAME,LSAD,DATE,POPESTIMATE
310,10180,"Abilene, TX",Metropolitan Statistical Area,1,176579
310,10180,"Abilene, TX",Metropolitan Statistical Area,2,176809
310,10180,"Abilene, TX",Metropolitan Statistical Area,3,177314
310,10420,"Akron, OH",Metropolitan Statistical Area,1,702219
310,10420,"Akron, OH",Metropolitan Statistical Area,2,701305
310,10420,"Akron, OH",Metropolitan Statistical Area,3,700015
310,10500,"Albany, GA",Metropolitan Statistical Area,1,148922
310,10500,"Albany, GA",Metropolitan Statistical Area,2,148417
310,10500,"Albany, GA",Metropolitan Statistical Area,3,147773
310,10540,"Albany-Lebanon, OR",Metropolitan Statistical Area,1,128610
310,10540,"Albany-Lebanon, OR",Metropolitan Statistical Area,2,128936
310,10540,"Albany-Lebanon, OR",Metropolitan Statistical Area,3,129839
310,10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,1,899262
310,10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,2,898561
310,10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,3,899286
310,10740,"Albuquerque, NM",Metropolitan Statistical Area,1,916528
310,10740,"Albuquerque, NM",Metropolitan Statistical Area,2,917179
310,10740,"Albuquerque, NM",Metropolitan Statistical Area,3,918259
310,10780,"Alexandria, LA",Metropolitan Statistical Area,1,152192
310,10780,"Alexandria, LA",Metropolitan Statistical Area,2,151736
310,10780,"Alexandria, LA",Metropolitan Statistical Area,3,150890
310,10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,1,861889
310,10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,2,861705
310,10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,3,865310
310,11020,"Altoona, PA",Metropolitan Statistical Area,1,122822
310,11020,"Altoona, PA",Metropolitan Statistical Area,2,122518
310,11020,"Altoona, PA",Metropolitan Statistical Area,3,121767
310,11100,"Amarillo, TX",Metropolitan Statistical Area,1,268691
310,11100,"Amarillo, TX",Metropolitan Statistical Area,2,268820
310,11100,"Amarillo, TX",Metropolitan Statistical Area,3,269703
310,11180,"Ames, IA",Metropolitan Statistical Area,1,125252
310,11180,"Ames, IA",Metropolitan Statistical Area,2,125306
310,11180,"Ames, IA",Metropolitan Statistical Area,3,126195
310,11260,"Anchorage, AK",Metropolitan Statistical Area,1,398328
310,11260,"Anchorage, AK",Metropolitan Statistical Area,2,398097
310,11260,"Anchorage, AK",Metropolitan Statistical Area,3,398807
310,11460,"Ann Arbor, MI",Metropolitan Statistical Area,1,372258
310,11460,"Ann Arbor, MI",Metropolitan Statistical Area,2,371656
310,11460,"Ann Arbor, MI",Metropolitan Statistical Area,3,369390
310,11500,"Anniston-Oxford, AL",Metropolitan Statistical Area,1,116441
310,11500,"Anniston-Oxford, AL",Metropolitan Statistical Area,2,116266
310,11500,"Anniston-Oxford, AL",Metropolitan Statistical Area,3,115972
310,11540,"Appleton, WI",Metropolitan Statistical Area,1,243147
310,11540,"Appleton, WI",Metropolitan Statistical Area,2,243308
310,11540,"Appleton, WI",Metropolitan Statistical Area,3,244084
310,11700,"Asheville, NC",Metropolitan Statistical Area,1,469015
310,11700,"Asheville, NC",Metropolitan Statistical Area,2,469454
310,11700,"Asheville, NC",Metropolitan Statistical Area,3,472341
310,12020,"Athens-Clarke County, GA",Metropolitan Statistical Area,1,215415
310,12020,"Athens-Clarke County, GA",Metropolitan Statistical Area,2,215638
310,12020,"Athens-Clarke County, GA",Metropolitan Statistical Area,3,217759
310,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Metropolitan Statistical Area,1,6089815
310,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Metropolitan Statistical Area,2,6101146
310,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Metropolitan Statistical Area,3,6144050
310,12100,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area,1,274534
310,12100,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area,2,274191
310,12100,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area,3,274966
310,12220,"Auburn-Opelika, AL",Metropolitan Statistical Area,1,174241
310,12220,"Auburn-Opelika, AL",Metropolitan Statistical Area,2,174601
310,12220,"Auburn-Opelika, AL",Metropolitan Statistical Area,3,177218
310,12260,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,1,611000
310,12260,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,2,611720
310,12260,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,3,615933
310,12420,"Austin-Round Rock-Georgetown, TX",Metropolitan Statistical Area,1,2283371
310,12420,"Austin-Round Rock-Georgetown, TX",Metropolitan Statistical Area,2,2299125
310,12420,"Austin-Round Rock-Georgetown, TX",Metropolitan Statistical Area,3,2352426
310,12540,"Bakersfield, CA",Metropolitan Statistical Area,1,909235
310,12540,"Bakersfield, CA",Metropolitan Statistical Area,2,909997
310,12540,"Bakersfield, CA",Metropolitan Statistical Area,3,917673
310,12580,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,1,2844510
310,12580,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,2,2841691
310,12580,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,3,2838327
310,12620,"Bangor, ME",Metropolitan Statistical Area,1,152199
310,12620,"Bangor, ME",Metropolitan Statistical Area,2,152007
310,12620,"Bangor, ME",Metropolitan Statistical Area,3,152765
310,12700,"Barnstable Town, MA",Metropolitan Statistical Area,1,228996
310,12700,"Barnstable Town, MA",Metropolitan Statistical Area,2,228969
310,12700,"Barnstable Town, MA",Metropolitan Statistical Area,3,232411
310,12940,"Baton Rouge, LA",Metropolitan Statistical Area,1,870569
310,12940,"Baton Rouge, LA",Metropolitan Statistical Area,2,870178
310,12940,"Baton Rouge, LA",Metropolitan Statistical Area,3,871905
310,12980,"Battle Creek, MI",Metropolitan Statistical Area,1,134310
310,12980,"Battle Creek, MI",Metropolitan Statistical Area,2,134113
310,12980,"Battle Creek, MI",Metropolitan Statistical Area,3,133819
310,13020,"Bay City, MI",Metropolitan Statistical Area,1,103856
310,13020,"Bay City, MI",Metropolitan Statistical Area,2,103594
310,13020,"Bay City, MI",Metropolitan Statistical Area,3,102985
310,13140,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,1,397565
310,13140,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,2,396958
310,13140,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,3,395419
310,13220,"Beckley, WV",Metropolitan Statistical Area,1,115079
310,13220,"Beckley, WV",Metropolitan Statistical Area,2,114707
310,13220,"Beckley, WV",Metropolitan Statistical Area,3,113698
310,13380,"Bellingham, WA",Metropolitan Statistical Area,1,226847
310,13380,"Bellingham, WA",Metropolitan Statistical Area,2,227304
310,13380,"Bellingham, WA",Metropolitan Statistical Area,3,228831
310,13460,"Bend, OR",Metropolitan Statistical Area,1,198253
310,13460,"Bend, OR",Metropolitan Statistical Area,2,199355
310,13460,"Bend, OR",Metropolitan Statistical Area,3,204801
310,13740,"Billings, MT",Metropolitan Statistical Area,1,184167
310,13740,"Billings, MT",Metropolitan Statistical Area,2,184567
310,13740,"Billings, MT",Metropolitan Statistical Area,3,187037
310,13780,"Binghamton, NY",Metropolitan Statistical Area,1,247138
310,13780,"Binghamton, NY",Metropolitan Statistical Area,2,246554
310,13780,"Binghamton, NY",Metropolitan Statistical Area,3,245220
310,13820,"Birmingham-Hoover, AL",Metropolitan Statistical Area,1,1115289
310,13820,"Birmingham-Hoover, AL",Metropolitan Statistical Area,2,1114710
310,13820,"Birmingham-Hoover, AL",Metropolitan Statistical Area,3,1114262
310,13900,"Bismarck, ND",Metropolitan Statistical Area,1,133626
310,13900,"Bismarck, ND",Metropolitan Statistical Area,2,133666
310,13900,"Bismarck, ND",Metropolitan Statistical Area,3,134417
310,13980,"Blacksburg-Christiansburg, VA",Metropolitan Statistical Area,1,166378
310,13980,"Blacksburg-Christiansburg, VA",Metropolitan Statistical Area,2,166111
310,13980,"Blacksburg-Christiansburg, VA",Metropolitan Statistical Area,3,165293
310,14010,"Bloomington, IL",Metropolitan Statistical Area,1,170954
310,14010,"Bloomington, IL",Metropolitan Statistical Area,2,170870
310,14010,"Bloomington, IL",Metropolitan Statistical Area,3,170889
310,14020,"Bloomington, IN",Metropolitan Statistical Area,1,161039
310,14020,"Bloomington, IN",Metropolitan Statistical Area,2,160815
310,14020,"Bloomington, IN",Metropolitan Statistical Area,3,161321
310,14100,"Bloomsburg-Berwick, PA",Metropolitan Statistical Area,1,82863
310,14100,"Bloomsburg-Berwick, PA",Metropolitan Statistical Area,2,82782
310,14100,"Bloomsburg-Berwick, PA",Metropolitan Statistical Area,3,82959
310,14260,"Boise City, ID",Metropolitan Statistical Area,1,764718
310,14260,"Boise City, ID",Metropolitan Statistical Area,2,769581
310,14260,"Boise City, ID",Metropolitan Statistical Area,3,795268
310,14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,1,4941632
310,14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,2,4936511
310,14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,3,4899932
310,14500,"Boulder, CO",Metropolitan Statistical Area,1,330758
310,14500,"Boulder, CO",Metropolitan Statistical Area,2,330811
310,14500,"Boulder, CO",Metropolitan Statistical Area,3,329543
310,14540,"Bowling Green, KY",Metropolitan Statistical Area,1,179639
310,14540,"Bowling Green, KY",Metropolitan Statistical Area,2,179978
310,14540,"Bowling Green, KY",Metropolitan Statistical Area,3,182594
310,14740,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan Statistical Area,1,275611
310,14740,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan Statistical Area,2,275660
310,14740,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan Statistical Area,3,274314
310,14860,"Bridgeport-Stamford-Norwalk, CT",Metropolitan Statistical Area,1,957419
310,14860,"Bridgeport-Stamford-Norwalk, CT",Metropolitan Statistical Area,2,955895
310,14860,"Bridgeport-Stamford-Norwalk, CT",Metropolitan Statistical Area,3,959768
310,15180,"Brownsville-Harlingen, TX",Metropolitan Statistical Area,1,421017
310,15180,"Brownsville-Harlingen, TX",Metropolitan Statistical Area,2,421191
310,15180,"Brownsville-Harlingen, TX",Metropolitan Statistical Area,3,423029
310,15260,"Brunswick, GA",Metropolitan Statistical Area,1,113495
310,15260,"Brunswick, GA",Metropolitan Statistical Area,2,113492
310,15260,"Brunswick, GA",Metropolitan Statistical Area,3,113963
310,15380,"Buffalo-Cheektowaga, NY",Metropolitan Statistical Area,1,1166902
310,15380,"Buffalo-Cheektowaga, NY",Metropolitan Statistical Area,2,1165506
310,15380,"Buffalo-Cheektowaga, NY",Metropolitan Statistical Area,3,1162336
310,15500,"Burlington, NC",Metropolitan Statistical Area,1,171415
310,15500,"Burlington, NC",Metropolitan Statistical Area,2,171842
310,15500,"Burlington, NC",Metropolitan Statistical Area,3,173877
310,15540,"Burlington-South Burlington, VT",Metropolitan Statistical Area,1,225562
310,15540,"Burlington-South Burlington, VT",Metropolitan Statistical Area,2,225563
310,15540,"Burlington-South Burlington, VT",Metropolitan Statistical Area,3,226611
310,15680,"California-Lexington Park, MD",Metropolitan Statistical Area,1,113777
310,15680,"California-Lexington Park, MD",Metropolitan Statistical Area,2,113953
310,15680,"California-Lexington Park, MD",Metropolitan Statistical Area,3,114468
310,15940,"Canton-Massillon, OH",Metropolitan Statistical Area,1,401574
310,15940,"Canton-Massillon, OH",Metropolitan Statistical Area,2,401046
310,15940,"Canton-Massillon, OH",Metropolitan Statistical Area,3,400525
310,15980,"Cape Coral-Fort Myers, FL",Metropolitan Statistical Area,1,760822
310,15980,"Cape Coral-Fort Myers, FL",Metropolitan Statistical Area,2,764679
310,15980,"Cape Coral-Fort Myers, FL",Metropolitan Statistical Area,3,787976
310,16020,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,1,97517
310,16020,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,2,97481
310,16020,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,3,97699
310,16060,"Carbondale-Marion, IL",Metropolitan Statistical Area,1,133435
310,16060,"Carbondale-Marion, IL",Metropolitan Statistical Area,2,133297
310,16060,"Carbondale-Marion, IL",Metropolitan Statistical Area,3,132907
310,16180,"Carson City, NV",Metropolitan Statistical Area,1,58639
310,16180,"Carson City, NV",Metropolitan Statistical Area,2,58677
310,16180,"Carson City, NV",Metropolitan Statistical Area,3,58993
310,16220,"Casper, WY",Metropolitan Statistical Area,1,79955
310,16220,"Casper, WY",Metropolitan Statistical Area,2,80229
310,16220,"Casper, WY",Metropolitan Statistical Area,3,79555
310,16300,"Cedar Rapids, IA",Metropolitan Statistical Area,1,276520
310,16300,"Cedar Rapids, IA",Metropolitan Statistical Area,2,276446
310,16300,"Cedar Rapids, IA",Metropolitan Statistical Area,3,275435
310,16540,"Chambersburg-Waynesboro, PA",Metropolitan Statistical Area,1,155932
310,16540,"Chambersburg-Waynesboro, PA",Metropolitan Statistical Area,2,155874
310,16540,"Chambersburg-Waynesboro, PA",Metropolitan Statistical Area,3,156289
310,16580,"Champaign-Urbana, IL",Metropolitan Statistical Area,1,222538
310,16580,"Champaign-Urbana, IL",Metropolitan Statistical Area,2,222123
310,16580,"Champaign-Urbana, IL",Metropolitan Statistical Area,3,222696
310,16620,"Charleston, WV",Metropolitan Statistical Area,1,258859
310,16620,"Charleston, WV",Metropolitan Statistical Area,2,257840
310,16620,"Charleston, WV",Metropolitan Statistical Area,3,255020
310,16700,"Charleston-North Charleston, SC",Metropolitan Statistical Area,1,799636
310,16700,"Charleston-North Charleston, SC",Metropolitan Statistical Area,2,802961
310,16700,"Charleston-North Charleston, SC",Metropolitan Statistical Area,3,813052
310,16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,1,2660329
310,16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,2,2669665
310,16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,3,2701046
310,16820,"Charlottesville, VA",Metropolitan Statistical Area,1,221524
310,16820,"Charlottesville, VA",Metropolitan Statistical Area,2,221522
310,16820,"Charlottesville, VA",Metropolitan Statistical Area,3,222688
310,16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,1,562647
310,16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,2,563599
310,16860,"Chattanooga, TN-GA",Metropolitan Statistical Area,3,567641
310,16940,"Cheyenne, WY",Metropolitan Statistical Area,1,100512
310,16940,"Cheyenne, WY",Metropolitan Statistical Area,2,100690
310,16940,"Cheyenne, WY",Metropolitan Statistical Area,3,100863
310,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,1,9618502
310,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,2,9601605
310,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,3,9509934
310,17020,"Chico, CA",Metropolitan Statistical Area,1,211632
310,17020,"Chico, CA",Metropolitan Statistical Area,2,210083
310,17020,"Chico, CA",Metropolitan Statistical Area,3,208309
310,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,1,2256884
310,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,2,2257667
310,17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,3,2259935
310,17300,"Clarksville, TN-KY",Metropolitan Statistical Area,1,320535
310,17300,"Clarksville, TN-KY",Metropolitan Statistical Area,2,321607
310,17300,"Clarksville, TN-KY",Metropolitan Statistical Area,3,328304
310,17420,"Cleveland, TN",Metropolitan Statistical Area,1,126164
310,17420,"Cleveland, TN",Metropolitan Statistical Area,2,126310
310,17420,"Cleveland, TN",Metropolitan Statistical Area,3,127938
310,17460,"Cleveland-Elyria, OH",Metropolitan Statistical Area,1,2088251
310,17460,"Cleveland-Elyria, OH",Metropolitan Statistical Area,2,2085357
310,17460,"Cleveland-Elyria, OH",Metropolitan Statistical Area,3,2075662
310,17660,"Coeur d'Alene, ID",Metropolitan Statistical Area,1,171362
310,17660,"Coeur d'Alene, ID",Metropolitan Statistical Area,2,172646
310,17660,"Coeur d'Alene, ID",Metropolitan Statistical Area,3,179789
310,17780,"College Station-Bryan, TX",Metropolitan Statistical Area,1,268248
310,17780,"College Station-Bryan, TX",Metropolitan Statistical Area,2,268864
310,17780,"College Station-Bryan, TX",Metropolitan Statistical Area,3,272041
310,17820,"Colorado Springs, CO",Metropolitan Statistical Area,1,755105
310,17820,"Colorado Springs, CO",Metropolitan Statistical Area,2,756573
310,17820,"Colorado Springs, CO",Metropolitan Statistical Area,3,762793
310,17860,"Columbia, MO",Metropolitan Statistical Area,1,210864
310,17860,"Columbia, MO",Metropolitan Statistical Area,2,211127
310,17860,"Columbia, MO",Metropolitan Statistical Area,3,213123
310,17900,"Columbia, SC",Metropolitan Statistical Area,1,829470
310,17900,"Columbia, SC",Metropolitan Statistical Area,2,830767
310,17900,"Columbia, SC",Metropolitan Statistical Area,3,838250
310,17980,"Columbus, GA-AL",Metropolitan Statistical Area,1,328883
310,17980,"Columbus, GA-AL",Metropolitan Statistical Area,2,329141
310,17980,"Columbus, GA-AL",Metropolitan Statistical Area,3,327536
310,18020,"Columbus, IN",Metropolitan Statistical Area,1,82208
310,18020,"Columbus, IN",Metropolitan Statistical Area,2,82157
310,18020,"Columbus, IN",Metropolitan Statistical Area,3,82475
310,18140,"Columbus, OH",Metropolitan Statistical Area,1,2138926
310,18140,"Columbus, OH",Metropolitan Statistical Area,2,2141042
310,18140,"Columbus, OH",Metropolitan Statistical Area,3,2151017
310,18580,"Corpus Christi, TX",Metropolitan Statistical Area,1,421933
310,18580,"Corpus Christi, TX",Metropolitan Statistical Area,2,421862
310,18580,"Corpus Christi, TX",Metropolitan Statistical Area,3,422778
310,18700,"Corvallis, OR",Metropolitan Statistical Area,1,95184
310,18700,"Corvallis, OR",Metropolitan Statistical Area,2,95167
310,18700,"Corvallis, OR",Metropolitan Statistical Area,3,96017
310,18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,1,286973
310,18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,2,287664
310,18880,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,3,293324
310,19060,"Cumberland, MD-WV",Metropolitan Statistical Area,1,95044
310,19060,"Cumberland, MD-WV",Metropolitan Statistical Area,2,94824
310,19060,"Cumberland, MD-WV",Metropolitan Statistical Area,3,94586
310,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,1,7637387
310,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,2,7662325
310,19100,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,3,7759615
310,19140,"Dalton, GA",Metropolitan Statistical Area,1,142837
310,19140,"Dalton, GA",Metropolitan Statistical Area,2,142665
310,19140,"Dalton, GA",Metropolitan Statistical Area,3,142799
310,19180,"Danville, IL",Metropolitan Statistical Area,1,74188
310,19180,"Danville, IL",Metropolitan Statistical Area,2,73883
310,19180,"Danville, IL",Metropolitan Statistical Area,3,73095
310,19300,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,1,231767
310,19300,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,2,233140
310,19300,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,3,239294
310,19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,1,384324
310,19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,2,383526
310,19340,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,3,381568
310,19430,"Dayton-Kettering, OH",Metropolitan Statistical Area,1,814049
310,19430,"Dayton-Kettering, OH",Metropolitan Statistical Area,2,813475
310,19430,"Dayton-Kettering, OH",Metropolitan Statistical Area,3,813516
310,19460,"Decatur, AL",Metropolitan Statistical Area,1,156494
310,19460,"Decatur, AL",Metropolitan Statistical Area,2,156399
310,19460,"Decatur, AL",Metropolitan Statistical Area,3,156758
310,19500,"Decatur, IL",Metropolitan Statistical Area,1,103998
310,19500,"Decatur, IL",Metropolitan Statistical Area,2,103647
310,19500,"Decatur, IL",Metropolitan Statistical Area,3,102432
310,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,1,668921
310,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,2,670869
310,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,3,685344
310,19740,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,1,2963821
310,19740,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,2,2969289
310,19740,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,3,2972566
310,19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,1,709466
310,19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,2,710843
310,19780,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,3,719146
310,19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,1,4392041
310,19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,2,4385748
310,19820,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,3,4365205
310,20020,"Dothan, AL",Metropolitan Statistical Area,1,151007
310,20020,"Dothan, AL",Metropolitan Statistical Area,2,151032
310,20020,"Dothan, AL",Metropolitan Statistical Area,3,151618
310,20100,"Dover, DE",Metropolitan Statistical Area,1,181851
310,20100,"Dover, DE",Metropolitan Statistical Area,2,182256
310,20100,"Dover, DE",Metropolitan Statistical Area,3,184149
310,20220,"Dubuque, IA",Metropolitan Statistical Area,1,99266
310,20220,"Dubuque, IA",Metropolitan Statistical Area,2,99229
310,20220,"Dubuque, IA",Metropolitan Statistical Area,3,98718
310,20260,"Duluth, MN-WI",Metropolitan Statistical Area,1,291638
310,20260,"Duluth, MN-WI",Metropolitan Statistical Area,2,291278
310,20260,"Duluth, MN-WI",Metropolitan Statistical Area,3,290780
310,20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,1,649903
310,20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,2,651192
310,20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,3,654012
310,20700,"East Stroudsburg, PA",Metropolitan Statistical Area,1,168327
310,20700,"East Stroudsburg, PA",Metropolitan Statistical Area,2,168248
310,20700,"East Stroudsburg, PA",Metropolitan Statistical Area,3,169273
310,20740,"Eau Claire, WI",Metropolitan Statistical Area,1,172007
310,20740,"Eau Claire, WI",Metropolitan Statistical Area,2,172097
310,20740,"Eau Claire, WI",Metropolitan Statistical Area,3,173317
310,20940,"El Centro, CA",Metropolitan Statistical Area,1,179702
310,20940,"El Centro, CA",Metropolitan Statistical Area,2,179489
310,20940,"El Centro, CA",Metropolitan Statistical Area,3,179851
310,21060,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,1,155572
310,21060,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,2,155570
310,21060,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,3,156766
310,21140,"Elkhart-Goshen, IN",Metropolitan Statistical Area,1,207047
310,21140,"Elkhart-Goshen, IN",Metropolitan Statistical Area,2,206842
310,21140,"Elkhart-Goshen, IN",Metropolitan Statistical Area,3,206921
310,21300,"Elmira, NY",Metropolitan Statistical Area,1,84148
310,21300,"Elmira, NY",Metropolitan Statistical Area,2,83882
310,21300,"Elmira, NY",Metropolitan Statistical Area,3,83045
310,21340,"El Paso, TX",Metropolitan Statistical Area,1,868859
310,21340,"El Paso, TX",Metropolitan Statistical Area,2,869289
310,21340,"El Paso, TX",Metropolitan Statistical Area,3,871234
310,21420,"Enid, OK",Metropolitan Statistical Area,1,62846
310,21420,"Enid, OK",Metropolitan Statistical Area,2,62629
310,21420,"Enid, OK",Metropolitan Statistical Area,3,61926
310,21500,"Erie, PA",Metropolitan Statistical Area,1,270876
310,21500,"Erie, PA",Metropolitan Statistical Area,2,270427
310,21500,"Erie, PA",Metropolitan Statistical Area,3,269011
310,21660,"Eugene-Springfield, OR",Metropolitan Statistical Area,1,382971
310,21660,"Eugene-Springfield, OR",Metropolitan Statistical Area,2,382940
310,21660,"Eugene-Springfield, OR",Metropolitan Statistical Area,3,383189
310,21780,"Evansville, IN-KY",Metropolitan Statistical Area,1,314049
310,21780,"Evansville, IN-KY",Metropolitan Statistical Area,2,313930
310,21780,"Evansville, IN-KY",Metropolitan Statistical Area,3,313946
310,21820,"Fairbanks, AK",Metropolitan Statistical Area,1,95655
310,21820,"Fairbanks, AK",Metropolitan Statistical Area,2,95286
310,21820,"Fairbanks, AK",Metropolitan Statistical Area,3,95593
310,22020,"Fargo, ND-MN",Metropolitan Statistical Area,1,249843
310,22020,"Fargo, ND-MN",Metropolitan Statistical Area,2,250219
310,22020,"Fargo, ND-MN",Metropolitan Statistical Area,3,252136
310,22140,"Farmington, NM",Metropolitan Statistical Area,1,121661
310,22140,"Farmington, NM",Metropolitan Statistical Area,2,121429
310,22140,"Farmington, NM",Metropolitan Statistical Area,3,120993
310,22180,"Fayetteville, NC",Metropolitan Statistical Area,1,520378
310,22180,"Fayetteville, NC",Metropolitan Statistical Area,2,520354
310,22180,"Fayetteville, NC",Metropolitan Statistical Area,3,524588
310,22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,1,546725
310,22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,2,549566
310,22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,3,560709
310,22380,"Flagstaff, AZ",Metropolitan Statistical Area,1,145101
310,22380,"Flagstaff, AZ",Metropolitan Statistical Area,2,145116
310,22380,"Flagstaff, AZ",Metropolitan Statistical Area,3,145052
310,22420,"Flint, MI",Metropolitan Statistical Area,1,406211
310,22420,"Flint, MI",Metropolitan Statistical Area,2,405648
310,22420,"Flint, MI",Metropolitan Statistical Area,3,404208
310,22500,"Florence, SC",Metropolitan Statistical Area,1,199964
310,22500,"Florence, SC",Metropolitan Statistical Area,2,199638
310,22500,"Florence, SC",Metropolitan Statistical Area,3,199259
310,22520,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,1,150791
310,22520,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,2,150846
310,22520,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,3,151517
310,22540,"Fond du Lac, WI",Metropolitan Statistical Area,1,104154
310,22540,"Fond du Lac, WI",Metropolitan Statistical Area,2,104076
310,22540,"Fond du Lac, WI",Metropolitan Statistical Area,3,104362
310,22660,"Fort Collins, CO",Metropolitan Statistical Area,1,359066
310,22660,"Fort Collins, CO",Metropolitan Statistical Area,2,359686
310,22660,"Fort Collins, CO",Metropolitan Statistical Area,3,362533
310,22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,1,244310
310,22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,2,244223
310,22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,3,245459
310,23060,"Fort Wayne, IN",Metropolitan Statistical Area,1,419601
310,23060,"Fort Wayne, IN",Metropolitan Statistical Area,2,420208
310,23060,"Fort Wayne, IN",Metropolitan Statistical Area,3,423038
310,23420,"Fresno, CA",Metropolitan Statistical Area,1,1008654
310,23420,"Fresno, CA",Metropolitan Statistical Area,2,1008966
310,23420,"Fresno, CA",Metropolitan Statistical Area,3,1013581
310,23460,"Gadsden, AL",Metropolitan Statistical Area,1,103436
310,23460,"Gadsden, AL",Metropolitan Statistical Area,2,103393
