Id	CreateTime	Title	Comment	Play	Share	Dig	Duration	AuthorId	AuthorFollower	AuthorHeart	AuthorVideoCount	Day	Keyword
7196323099716144430	2023-02-04 15:29:25	This derailment is a disaster. They will want to say 1 man crews could prevent this. They swore Lac-Mégantic could never happen again. This is a lie. We need more crews, not less. #railroad #disaster #derailed #ohiotraincrash 	31	29100	109	927	89	6970260456423212038	450	5967	24	20230204	Derail
7196472265066777898	2023-02-05 01:08:02	This train derailed in Ohio #foryou #train #ohio   	2376	206700	134	16100	21	54019225677217792	6900000	459900000	406	20230205	Derail
7196472265066777898	2023-02-05 01:08:02	This train derailed in Ohio #foryou #train #ohio   	2376	206700	134	16100	21	54019225677217792	6900000	459900000	406	20230205	Derail
7196516486507351342	2023-02-05 03:59:38	Train derailment in East Palestine, OH 2/3/23. Evacuated last night, but safe at home tonight #GetCrackin #fyp #fypシ゚viral  #trainderailed #trainderailment #eastpalestine #onlyinohio #train #trainderailed	107	74600	330	2742	60	6846451918425424902	521	9831	33	20230205	Derail
7196516486507351342	2023-02-05 03:59:38	Train derailment in East Palestine, OH 2/3/23. Evacuated last night, but safe at home tonight #GetCrackin #fyp #fypシ゚viral  #trainderailed #trainderailment #eastpalestine #onlyinohio #train #trainderailed	107	74600	330	2742	60	6846451918425424902	521	9831	33	20230205	Derail
7196673926842354990	2023-02-05 14:10:44	#trainmaster #railroad #train #fyp #GetCrackin #fypシ #fypage #fypシ゚viral #derailment #shortline 	1268	129000	728	4777	35	6760750881585447941	1573	8460	50	20230205	Derail
7197106720722652462	2023-02-06 18:10:02	Officials say the potential explosion could unleash toxic gas and blast deadly shrapnel for up to a mile. #ohio #ohiotrain #derail #train #eastpalestine #emergency #evacuation  	128	100400	503	2262	47	7108767708096578606	538300	11100000	422	20230206	Derail
7197136842771189038	2023-02-06 20:06:55	A 150-car freight train derailed in Ohio. Now, authorities are concerned about toxic fumes being released and a potential explosion ... 	211	190800	1225	6283	47	6781531515165033477	2100000	83700000	2271	20230206	Derail
7197166765598641450	2023-02-06 22:02:58	Controlled explosion of derailed train. #eastpalestine #eastpalestineohio 	623	266400	615	9581	27	6606733169637588997	7455	1900000	7	20230206	Derail
7197262038920351022	2023-02-07 04:12:38	Feb. 3rd a Train derailed in East Palestine, Ohio  Im losing everything 😔 #fyp #train #derailed #eastpalestine #trainaccident #greenscreen 	146	85300	95	1626	32	6590521154318352389	1734	78300	45	20230207	Derail
7197262038920351022	2023-02-07 04:12:38	Feb. 3rd a Train derailed in East Palestine, Ohio  Im losing everything 😔 #fyp #train #derailed #eastpalestine #trainaccident #greenscreen 	146	85300	95	1626	32	6590521154318352389	1734	78300	45	20230207	Derail
7197671708776500526	2023-02-08 06:42:29	Did the EPA lie about water contamination in #eastpalestineohio ? Can the citizens trust the results we're being told? #trainderail #eastpalestine #ohio #chemicalspill #deadfish #epa #environmentalprotectionagency 	426	180300	330	3647	70	6986836142843298821	20700	431800	159	20230208	Derail
7197671708776500526	2023-02-08 06:42:29	Did the EPA lie about water contamination in #eastpalestineohio ? Can the citizens trust the results we're being told? #trainderail #eastpalestine #ohio #chemicalspill #deadfish #epa #environmentalprotectionagency 	426	180300	330	3647	70	6986836142843298821	20700	431800	159	20230208	Derail
7197671708776500526	2023-02-08 06:42:29	Did the EPA lie about water contamination in #eastpalestineohio ? Can the citizens trust the results we're being told? #trainderail #eastpalestine #ohio #chemicalspill #deadfish #epa #environmentalprotectionagency 	426	180300	330	3647	70	6986836142843298821	20700	431800	159	20230208	Derail
7197810697965948206	2023-02-08 15:41:51	Officials conducted a 'controlled release' of vinyl chloride from 5 train cars after a derailment in Ohio, preventing an explosion...but residents still don't know when it will be safe for them to return to their homes	472	278100	2410	14300	82	6650201683875299333	5900000	210400000	2127	20230208	Derail
7197864377222008069	2023-02-08 19:10:00	#railcars #decals #suzuandlou #sixmonths #done #worklife #hustle #rewind #fyp 	58	415800	97	6061	60	6797415249277568006	5752	30500	257	20230208	Derail
7197945679539391790	2023-02-09 00:25:31	A first aerial look today at the East Palatine Ohio Train Derailment Chemical Containment and Remediation. #fyp #viral #eastpalestine  #derailment #news #breaking #chemical #ohio 	1534	951600	960	27200	11	6811126643027395590	1292	170900	352	20230209	Derail
7197945679539391790	2023-02-09 00:25:31	A first aerial look today at the East Palatine Ohio Train Derailment Chemical Containment and Remediation. #fyp #viral #eastpalestine  #derailment #news #breaking #chemical #ohio 	1534	951600	960	27200	11	6811126643027395590	1292	170900	352	20230209	Derail
7198001682712923438	2023-02-09 04:02:55	we need answers...... train derailment in East Palestine Ohio.... #ThisWasntRight #northfolksouthernWeNeedAnwsers 	161	138200	377	4247	61	6862116360353235973	7423	9870	749	20230209	Derail
7198042708026477867	2023-02-09 06:42:50	Dewine’s phone went off with the emergency alert sound in the middle of it😅 #eastpalestine #eastpalestineohio #trainderailed #trainderailment #norfolksouthern #railway #chemicalspill #explosion #pittsburgh #pennsylvania #westernpa #beavercountypa #lawrencecountypa #akron #cleveland #uscsb #environmentaldisaster 	2473	832900	4209	109700	170	6742947452208514054	283700	4900000	323	20230209	Derail
7198042708026477867	2023-02-09 06:42:50	Dewine’s phone went off with the emergency alert sound in the middle of it😅 #eastpalestine #eastpalestineohio #trainderailed #trainderailment #norfolksouthern #railway #chemicalspill #explosion #pittsburgh #pennsylvania #westernpa #beavercountypa #lawrencecountypa #akron #cleveland #uscsb #environmentaldisaster 	2473	832900	4209	109700	170	6742947452208514054	283700	4900000	323	20230209	Derail
7198177336892591406	2023-02-09 15:24:42	#norfolksouthern the people deserve answers how this happened! #trainderailed #chemicalspill  #manmadedisaster #horrifiedlooksfromeveryoneintheroom #fyp	1622	4800000	965	223900	7	6776833712866837509	37800	1100000	140	20230209	Derail
7198218725303029034	2023-02-09 18:05:24	A reporter for NewsNation was arrested at the scene of a Gov. Mike DeWine press conference in Ohio on February 8. Correspondent Evan Lambert was reportedly conducting a live hit segment for the NewsNation program ‘Rush Hour’ about continued updates to the dangerous train derailment in East Palestine, OH. Per NewsNation, ‘Lambert finished the live report but was then asked to leave by authorities, who tried to forcibly remove him from the event.’ Lambert now faces disorderly conduct and criminal trespassing charges. #ohio #train #news #reporter #arrested 	13200	3000000	19300	264300	41	6650201683875299333	5900000	210400000	2127	20230209	Derail
7198218725303029034	2023-02-09 18:05:24	A reporter for NewsNation was arrested at the scene of a Gov. Mike DeWine press conference in Ohio on February 8. Correspondent Evan Lambert was reportedly conducting a live hit segment for the NewsNation program ‘Rush Hour’ about continued updates to the dangerous train derailment in East Palestine, OH. Per NewsNation, ‘Lambert finished the live report but was then asked to leave by authorities, who tried to forcibly remove him from the event.’ Lambert now faces disorderly conduct and criminal trespassing charges. #ohio #train #news #reporter #arrested 	13200	3000000	19300	264300	41	6650201683875299333	5900000	210400000	2127	20230209	Derail
7198639325066579246	2023-02-10 21:17:22	After officials completed a controlled release of a toxic chemical from a derailed #train in #Ohio, residents ordered to evacuate from the area were allowed to return.	481	426600	1655	14000	38	6652774777768427525	4100000	166700000	1592	20230210	Derail
7198639325066579246	2023-02-10 21:17:22	After officials completed a controlled release of a toxic chemical from a derailed #train in #Ohio, residents ordered to evacuate from the area were allowed to return.	481	426600	1655	14000	38	6652774777768427525	4100000	166700000	1592	20230210	Derail
7199102627827830058	2023-02-12 03:15:12	Media & government silent about  #eastpalestine #ohio #train #explosion #toxic #coverup	6151	1800000	12000	85700	40	6955981908501595142	6655	106800	37	20230212	Derail
7199102627827830058	2023-02-12 03:15:12	Media & government silent about  #eastpalestine #ohio #train #explosion #toxic #coverup	6151	1800000	12000	85700	40	6955981908501595142	6655	106800	37	20230212	Derail
7199137293440126254	2023-02-12 05:29:48	#norfolksouthern #manmadedisaster  #derailed #train #eastpalestine #OH 	320	136000	168	3629	73	6776833712866837509	37800	1100000	140	20230212	Derail
7199137293440126254	2023-02-12 05:29:48	#norfolksouthern #manmadedisaster  #derailed #train #eastpalestine #OH 	320	136000	168	3629	73	6776833712866837509	37800	1100000	140	20230212	Derail
7199307062851947818	2023-02-12 16:28:32	Nooott okay. #ohio #ohiotraincrash #trainderailed #vinylchloride #vinylchlorine #ohiocheck #ohiotrainwreck #ohiotrain #crashtrain #traindisaster #traincrashinohio #ohiodisaster #ohiotiktokers #pittsburgh #chemical #chemicaldisaster #toxic #toxicchemicals #disaster #wtf #wtfmoments #wtff #conspiracy #conspiracytiktok #conspirancytheory #conspiracyplot #conspiracytheorieshub #conspiracytheorytiktok #wtfisthis #wtfisgoingon #wtfisthat #ohiostatebuckeyes #eastpalestinetraincrash #eastpalestineohio #eastpalestinefire #chemicalreaction #environment 	0	540500	2986	33600	68	6971922589125460998	28600	228600	208	20230212	Derail
7199345584313109806	2023-02-12 18:57:54	Train derailment in East Palestine, Ohio. #train #news #fyp #eastpalestine #ohio #derailed 	3868	2100000	19700	102600	52	7046925335314334766	5572	138700	40	20230212	Derail
7199401901727878446	2023-02-12 22:36:31	FILMED 2 YEARS AGO IN OHIO NOW THAT EXACT SCENARIO IS HAPPENING IN OHIO #ohio #train #toxic #trainderailment #whitenoise #palestineohio #ohioderailment #coincidence 	29	14800	71	270	77	6849480979674694662	14100	354200	359	20230212	Derail
7199444574010379562	2023-02-13 01:22:07	New details just in! #trainwreck #trainderailed #eastpalestine #ohio #toxic #fyp #foryou 	552	138500	906	5033	120	6815350330654573573	3561	51000	43	20230213	Derail
7199460643161001262	2023-02-13 02:24:28	#norfolksouthern #manmadedisaster #derailed #train #environment #eastpalestine #OH #fyp 	4022	2100000	4937	77700	67	6776833712866837509	37800	1100000	140	20230213	Derail
7199460643161001262	2023-02-13 02:24:28	#norfolksouthern #manmadedisaster #derailed #train #environment #eastpalestine #OH #fyp 	4022	2100000	4937	77700	67	6776833712866837509	37800	1100000	140	20230213	Derail
7199460643161001262	2023-02-13 02:24:28	#norfolksouthern #manmadedisaster #derailed #train #environment #eastpalestine #OH #fyp 	4022	2100000	4937	77700	67	6776833712866837509	37800	1100000	140	20230213	Derail
7199610768168373547	2023-02-13 12:07:48	#norfolksouthern #manmadedisaster #derailed #train #eastpalestine #OH #PA #fyp 	134	86500	351	2227	121	6776833712866837509	37800	1100000	140	20230213	Derail
7199734910050127150	2023-02-13 20:08:55	UFOs shot down.   #fyp #ww3 #epsteinisland #ufo #trainderailment #ohio  	18700	6600000	103500	732400	41	6759968517182882822	1200000	4000000	257	20230213	Derail
7199771263068589358	2023-02-13 22:29:50	This catastrophe could’ve been avoided!  #eastpalestine #eastliverpoolohio #ohio #eastliverpool #trainderailment #nature #livestock #animals #groundwater #wells #railroad #norfolksouthern #government #biden #lobbyist #catastrophe #chemicalspill #ohioriver @DAHB007 on YouTube 	4181	631700	13000	38400	124	6931930142407607302	10700	85000	208	20230213	Derail
7199801638813453610	2023-02-14 00:27:39	#foryou #fyp #ohio #ohiotrain #acidrain #trainderailed 	83	313400	272	6311	95	7019352651369628677	5229	78300	432	20230214	Derail
7199801638813453610	2023-02-14 00:27:39	#foryou #fyp #ohio #ohiotrain #acidrain #trainderailed 	83	313400	272	6311	95	7019352651369628677	5229	78300	432	20230214	Derail
7199812259835661611	2023-02-14 01:08:53	acid rain prediction from simpsons🤯#🤯 #thesimpsons #acid #train #rain #derailed #ohio #toxic #toxico #toxicas #foryou #foryoupage #viral #parati #paratii #prediction #wow #amazing #mindblown #DanceWithTurboTax #biden #president #2023 	440	698000	3607	29200	42	6785077634495792133	8524	286900	160	20230214	Derail
7199824096786533675	2023-02-14 01:54:51	🫣🤯😩TEXAS TRAIN DERAILMENT CAUSES ONE PERSON TO BE UNALIVED — WHAT ELSE IS GOING TO HAPPEN? — #breakingnews #train #derailedtrain #sad #texas #sadstory #usa #news 	30	40100	268	608	25	7191481563246986286	82400	700700	899	20230214	Derail
7199824751253097733	2023-02-14 01:57:21	2023 Ohio train derailment summarized #news 	2737	1100000	7369	125100	162	6874432104626783237	890400	54900000	3046	20230214	Derail
7199850993905929514	2023-02-14 03:39:19		1796	149800	771	9797	8	7004529660726871046	66600	950700	213	20230214	Derail
7199947251408538922	2023-02-14 09:54:39	White Noise #trainderail #eastpalestine #whitenoise #ohio #conspiracy #movie #2022 #2023 #vinylchloride #polyvinylchloride #hydrochloricacid #usa #traincrash #derailment #fyp 	1356	1000000	3800	38200	27	185878291499581440	1555	39600	82	20230214	Derail
7199963025607019781	2023-02-14 10:53:53	😶The Fallen (Wait for it..) #world #news #mtl #train #khieu #tiktokhunter #knowledge 👁	4055	2500000	10400	139800	20	6737398150656721925	4600000	157000000	2990	20230214	Derail
7199963025607019781	2023-02-14 10:53:53	😶The Fallen (Wait for it..) #world #news #mtl #train #khieu #tiktokhunter #knowledge 👁	4055	2500000	10400	139800	20	6737398150656721925	4600000	157000000	2990	20230214	Derail
7200038570709536046	2023-02-14 15:47:19	#stitch with @supamerica #ohioderailmant #drail #vinylchloride #phosgene #hazmat #eastpalestine #trainwreck 	885	140500	2300	18000	180	6824998099279987718	43600	522700	2112	20230214	Derail
7200058943782145285	2023-02-14 17:06:04	Ohio derailing and chemical spill #ohio #train #toxic 	3590	2400000	11600	103300	51	7053038261543207941	69400	716800	183	20230214	Derail
7200066148375792938	2023-02-14 17:34:26	#greenscreen 	2377	853800	7277	45700	59	7059456438087910447	7092	119600	312	20230214	Derail
7200067610732547333	2023-02-14 17:39:41	Residents near the train Derailment in Ohio are concerned about toxic chemicals. #news #newstory #trainderailed #toxicchemicals 	389	131800	786	4670	51	7198943059160433669	1062	10800	36	20230214	Derail
7200076298826435883	2023-02-14 18:13:49	The rain smells like acid already #watchthewaters #ohiotrain #derailment #acidrain #agenda2030satanica #prepping 	1210	611500	965	29900	32	6930470768489055237	72300	1100000	227	20230214	Derail
7200076725319978282	2023-02-14 18:15:24	Nathen Velez and his family have been forced out of their home after a train derailment led to threats of deadly toxic explosions. They’ve lost everything. #ohio #eastpalestine #trainderailed #train #emergency #toxic  	5275	1200000	5284	91500	85	7108767708096578606	538300	11100000	422	20230214	Derail
7200076725319978282	2023-02-14 18:15:24	Nathen Velez and his family have been forced out of their home after a train derailment led to threats of deadly toxic explosions. They’ve lost everything. #ohio #eastpalestine #trainderailed #train #emergency #toxic  	5275	1200000	5284	91500	85	7108767708096578606	538300	11100000	422	20230214	Derail
7200090543236451627	2023-02-14 19:09:00	#norfolksouthern #manmadedisaster #derailed #train #cleanup #enviroment #contaminatedwater #soil #eastpalestine #OH #PA #fyp 	468	355100	26	3479	14	6776833712866837509	37800	1100000	140	20230214	Derail
7200109284330523950	2023-02-14 20:21:38	A nuclear engineer told me yesterday “if my family and ai lived within a 30 mile radius of where that derailment happened, we would leave immediately and NEVER RETURN.” There’s nothing worth more than your life and your families lives. Please don’t wait for someone to “save” you. This is a massive disaster and you’ve got to take control of what’s best for you and your family! #eastpalestine #ohio #pennsylvania #norfolksouthern #epa 	4633	934500	8351	77600	164	6573255682534391813	199000	4400000	1797	20230214	Derail
7200134239864622378	2023-02-14 21:58:26	Ohio train derailment & mass toxic chemical release leaves families scrambling #FoxNews #eastpalestine 	3232	1400000	6055	78900	117	7150340488276575278	132300	1200000	93	20230214	Derail
7200138856455245098	2023-02-14 22:16:17	A reporter asked Ohio Governor Mike DeWine if he would feel comfortable returning to his home if he lived in East Palestine, where a train derailment prompted evacuations and the ‘controlled release’ of potentially deadly chemicals #news #ohio #train #politics #eastpalestine #governor	1306	308600	456	14600	20	6650201683875299333	5900000	210400000	2127	20230214	Derail
7200138856455245098	2023-02-14 22:16:17	A reporter asked Ohio Governor Mike DeWine if he would feel comfortable returning to his home if he lived in East Palestine, where a train derailment prompted evacuations and the ‘controlled release’ of potentially deadly chemicals #news #ohio #train #politics #eastpalestine #governor	1306	308600	456	14600	20	6650201683875299333	5900000	210400000	2127	20230214	Derail
7200255695717961006	2023-02-15 05:49:39	#fyp #fypシ #eastpalestineohio #derailments #ohio #trainderailments #wtfnow #acidrain 	165	101100	932	4536	49	6841380395443864582	1015	11900	58	20230215	Derail
7200255695717961006	2023-02-15 05:49:39	#fyp #fypシ #eastpalestineohio #derailments #ohio #trainderailments #wtfnow #acidrain 	165	101100	932	4536	49	6841380395443864582	1015	11900	58	20230215	Derail
7200381608866696490	2023-02-15 13:58:19	#eastpalestine #trainderailed #fyp 	2009	329500	1276	27200	180	6609847651419373573	7974	38000	62	20230215	Derail
7200390728810548526	2023-02-15 14:33:43	#norfolksouthern #manmadedisaster #derailed #train #environment #OH #PA #USA #fyp	214	64000	110	1078	75	6776833712866837509	37800	1100000	140	20230215	Derail
7200404474840681774	2023-02-15 15:27:01	Some residents near the #Ohio train derailment say they’re concerned about possible health risks from hazardous chemicals, even as authorities say it’s safe to return.	185	136700	422	5897	39	6652774777768427525	4100000	166700000	1592	20230215	Derail
7200528904908655918	2023-02-15 23:29:47		987	681800	1117	52200	5	6818403993153258502	1100000	116900000	1672	20230215	Derail
7200536789755596078	2023-02-16 00:00:29	The Ohio Train Derailment is UNREAL 👀 @barstoolchicago 	6460	4400000	29800	352000	44	6646764999833403398	26900000	0	592	20230216	Derail
7200536789755596078	2023-02-16 00:00:29	The Ohio Train Derailment is UNREAL 👀 @barstoolchicago 	6460	4400000	29800	352000	44	6646764999833403398	26900000	0	592	20230216	Derail
7200561111001730347	2023-02-16 01:34:46	Ohio train derailment needs to be talked about ‼️ #ohiotraincrash #ohiotrainderail #eastpalestineohio #eastpalestinetraincrash #foryoupage #truecrimetiktok #truecrimecommunity 	777	386000	2322	24400	122	6735975978352329734	1100000	46100000	3076	20230216	Derail
7200562302079274286	2023-02-16 01:39:23	#norfolksouthern #manmadedisaster #derailed #train #burnt #railcar #eastpalestine #OH #PA #cleanup #fyp	904	446900	220	11000	14	6776833712866837509	37800	1100000	140	20230216	Derail
7200563658617785643	2023-02-16 01:44:41	East Palestine, Ohio Train Derailment Audio (🎥:MelissaMcLaughlin) #eastpalestine #ohio #ohioriver #pennsylvania #train #norfolksouthernrailroad #foryou #acidrain #trainderail #norfolk 	1913	2100000	990	90400	45	7197189888142214186	1485	99800	5	20230216	Derail
7200583625199357230	2023-02-16 03:02:12	Leland Vittert talks to an #EastPalestineOhio resident who lives just 900 feet from where a train carrying toxic chemicals derailed earlier this month. #trainderailed #trainderailedohio #toxicchemicals 	1092	125800	974	12800	97	6838979916459000837	329000	3400000	904	20230216	Derail
7200708848682798341	2023-02-16 11:08:01	The rail firm didn’t show up to the public meeting after its train carrying chemicals derailed and burnt. #ohio #eastpalestineohio #bbcnews 	6082	423800	2105	53600	83	6953176899251241989	1200000	14700000	891	20230216	Derail
7200710279385058606	2023-02-16 11:13:44	Ohio train derailment, releasing toxic chemicals	1116	3900000	2367	42400	7	7171364782766703659	5839	98400	4	20230216	Derail
7200806527115037958	2023-02-16 17:27:03	Hopefully no one gets affected #usa #ohio #arizona #fyp 	2114	315900	123	33100	19	6949628184678204422	824600	54200000	748	20230216	Derail
7200822080097652014	2023-02-16 18:27:27	⚠️ LISTEN UP! ⚠️#eastpalestine #eastpalestineohio #ohio #trainderailed #traindereailment #chemicalspill #erinbrockovich 	992	353400	2777	17700	458	7029195653159289861	1278	23000	24	20230216	Derail
7200833017433230638	2023-02-16 19:09:58	Rail workers say they knew the train derailed in East Palestine, Ohio was dangerous. #train #derail #eastpalestine #ohio #ohiotraincrash #trainderailed #freight #railroad #vice #news #tech 	485	168300	361	12900	137	7093915680273187883	107600	3200000	228	20230216	Derail
7200836376110157098	2023-02-16 19:23:00	They had another derailment again today. They’re really setting a tone. #railroad #railroadlife #railroader #norfolksouthern #derail #trainwreck 	54	31700	444	2489	16	7188721167728084010	1080	28600	22	20230216	Derail
7200869313488620846	2023-02-16 21:30:45	Train derails in Van Buren Township !! #michigantrain  #vanburen  #detroit  #traincrash #foryoupage #truecrimetiktok #truecrimecommunity	47	19700	165	408	170	6908590954538632198	1783	137600	24	20230216	Derail
7200897710449282350	2023-02-16 23:20:56	A Norfolk Southern train in Van Buren Township, MI—the same name as the train that derailed in #EastPalestine, OH—derailed Thursday morning. The town’s fire chief told a local reporter only one car had hazardous materials in it. He added there were no leaks, and that the car was undamaged and remained on the rails. #Michigan #NorfolkSouthern #train #Ohio #derailment	681	140800	322	9090	50	6650201683875299333	5900000	210400000	2127	20230216	Derail
7200897710449282350	2023-02-16 23:20:56	A Norfolk Southern train in Van Buren Township, MI—the same name as the train that derailed in #EastPalestine, OH—derailed Thursday morning. The town’s fire chief told a local reporter only one car had hazardous materials in it. He added there were no leaks, and that the car was undamaged and remained on the rails. #Michigan #NorfolkSouthern #train #Ohio #derailment	681	140800	322	9090	50	6650201683875299333	5900000	210400000	2127	20230216	Derail
7200926534633442606	2023-02-17 01:12:50	#trainderailed #ohioriver #wheelingwv #ryderswarriors #featurethis #ladywarriors #letsfaceit #boundaries #foryoupage Bad water and air quality 	1062	331200	1426	5861	12	6719531159715447813	3326	119500	1405	20230217	Derail
7200933777713974571	2023-02-17 01:40:54	#ohio #trainderailed #fyp #disaster #train   Is is safe?	13800	8700000	28200	445400	12	7121749740508775470	6094	471200	43	20230217	Derail
7200946773169474862	2023-02-17 02:31:19	OMG 😱 this looks so scary 😓 #PrayForOhio #trainderailed #spiritairlines #breakingnews @CNN	4935	2100000	15300	154400	20	6705116513257063430	1020	154500	3	20230217	Derail
7200946773169474862	2023-02-17 02:31:19	OMG 😱 this looks so scary 😓 #PrayForOhio #trainderailed #spiritairlines #breakingnews @CNN	4935	2100000	15300	154400	20	6705116513257063430	1020	154500	3	20230217	Derail
7201009652245581099	2023-02-17 06:35:50	Train collision in Tennessee. #train #collision #derailed 	1953	740800	7612	27000	67	6747507981644252166	2057	39400	26	20230217	Derail
7201170298534677802	2023-02-17 16:58:47	#ohio #derailedtrain 	10100	5300000	33200	216200	41	7029881576126301190	11600	616900	393	20230217	Derail
7201173083816742186	2023-02-17 17:09:32	Part 5: Terrifying List of weird and unexplained things happening all over the world🤔😱 #aregentina #redclouds #aliens #aliensighting #detroitmichigan #i #am #being #followed #exposingthetruth #help #trainderails #detroit #kissimmee #chemicalfire #texas #ohio #ufo #turkey #australia #euphratesriver #war #alaska #conspiracies #godstatue #cows #weird #scary  #sunbreakingoff #fyp #fypシ #fypシ゚viral #fypage #viralvideo #vrial_video_tiktok_ #viraltiktok #endtimes #godiscomingback #godiscoming #asburyrevival #revival 	7056	5500000	40600	336200	54	7199391266295399467	139100	1200000	60	20230217	Derail
7201200256334171435	2023-02-17 18:54:59	#nuke #nuclear #train #trainderailed #chemicalspill #fup #foryou 	210	212600	432	3554	266	7006628971652645893	126900	2900000	195	20230217	Derail
7201200256334171435	2023-02-17 18:54:59	#nuke #nuclear #train #trainderailed #chemicalspill #fup #foryou 	210	212600	432	3554	266	7006628971652645893	126900	2900000	195	20230217	Derail
7201260390037212462	2023-02-17 22:48:20	According to officials, this section of Sulfur Run remains ‘severely contaminated’ after the train derailment in East Palestine, Ohio, and will take ‘a while to remediate.’ But for now, the area should be avoided #ohio #eastpalestine #trainderailment #nowthis #news #toxic #chemicals	137	113300	210	8567	56	6650201683875299333	5900000	210400000	2127	20230217	Derail
7201273821343796526	2023-02-17 23:40:27	train derailment ohio #ohio #chemicalspill #epa #toxic #tragedy #criminal	8248	468600	2387	42800	180	6532012248355848194	2200000	34200000	1847	20230217	Derail
7201308105303592238	2023-02-18 01:53:29	Being bathed in chemicals was not on my calendar for this year #trainderailment #eastcoast #acidrain #florida #wakeup #poison 	938	279400	1463	22600	48	6656108317780262917	17500	942200	128	20230218	Derail
7201317321284242731	2023-02-18 02:29:14	Follow me on YouTube: @Eye9Ether. Why is no one talking about the train derailment that happened in Southwest Detroit?? #update #trending #viral #viralvideo #fypシ #fyp #detroit #michigan #socialnews #news #train #woketok 	509	46200	730	3809	470	7143731234720973870	66500	735500	425	20230218	Derail
7201324962223934766	2023-02-18 02:58:53	👀DOOCY ON FOX NEWS: “This railroad lobbied TRUMP to dismantle and Obama-era rule that would’ve required them to upgrade their braking system.” #EastPalestineDisaster #NorfolkSouthernDerailment 	3185	284100	3062	23500	38	7021969074956174342	39200	1000000	438	20230218	Derail
7201386472493321518	2023-02-18 06:57:41	After seeing this are you still shocked about the train derailments? I’m more surprised now that it didn’t happen sooner.  #ohio #trainderail #train #infastructure 	976	289700	647	4973	36	7169395442244387883	9358	232600	96	20230218	Derail
7201488069382507781	2023-02-18 13:31:47	we live in Odessa Ontario and this is what the trail #derailment has caused in our #birds #disorientation 	5595	513300	3239	75800	36	7155923475680314373	5549	117800	335	20230218	Derail
7201556530607443243	2023-02-18 17:57:30	I need to put down this bag of digital potato chips asap #derailment #ufo #cows #sunbreakingoff #wtf #imscared 	14900	1200000	7331	202400	56	177999539449036800	2200000	25100000	365	20230218	Derail
7201588387571109162	2023-02-18 20:01:07	#screammovie #ohio #train #derailment #hazard #pennsylvania #fyp #fy #water 	1911	387300	1825	7427	19	6845717934893237253	558	9074	55	20230218	Derail
7201682196099550510	2023-02-19 02:05:12	Fastest Railing Install Ever?! #railing #deckrailing #ibs2023 #tradeshow #newtech	2473	13800000	22800	560400	30	6776139203203482630	540600	6100000	386	20230219	Derail
7201747291248626986	2023-02-19 06:17:59	Replying to @taborplace on February 3, a train was derailed in East Palestine, Ohio, releasing hazardous chemicals and igniting a large blaze.  Fearing an explosion, officials ordered residents to evacuate and conducted a controlled burn of the cars’ spilled contents, which included a toxic chemical called vinyl chloride.  Five days later, residents were permitted to return home.  But as reports have mounted of mysterious symptoms afflicting both humans and pets, and new information has surfaced about previously unreported toxic chemicals detected at the crash site, East Palestine residents are wondering if there’s still cause for concern The latest lawsuit, filed in the U.S. District Court's Northern District of Ohio, claims that Norfolk Southern was negligent in its transportation of hazardous material and its response to the derailment. A prime worry is the train’s release of vinyl chloride. The chemical — which is primarily used to make a plastic called polyvinyl chloride, or PVC — is classified as a Group A human carcinogen by the Environmental Protection Agency and releases even more toxins when burned. PVC is commonly found in many products, including water pipes, medical devices, and vinyl flooring and siding.  Officials warned the controlled burn of cars containing the gas would send toxic gas phosgene and hydrogen chloride into the air. It also holds the company liable for the resulting harm and losses. Mass kills of wild animals and fish have been reported as far as 20 miles away  #pvc #plasticisbad #toxicchemicals #toxicchemicals #toxicpollution #vinylchloride #ohioderailment #trainderailment #norfolksouthern #corruption #epasucks #ohiotrain #ohiotrainwreck #ohiotraincrash #ohiotrainderailed #ohiotraindisaster #ohiotrainderail 	532	71200	243	8404	47	7065826087516701743	18700	112600	455	20230219	Derail
7201938228260130094	2023-02-19 18:38:49	Stay curious🛸🌎🫶 #news #agenda2023 #journalism #ohiochemicalspill #trainderailed #disaster #america #ufo #grwm #conspiracy #nyc #eyepatch #routine 	10300	4500000	14500	634100	118	6809032480344507397	123800	1300000	1006	20230219	Derail
7202016900707093802	2023-02-19 23:44:06	This is not ok. So many d3ad animals, no life. Nothing is being done to clean this up. How is this safe? #eastpalestineohio #eastpalestine #animalsoftiktok #ohio #onlyinohio #animalrescue #wildlife #biodiversity #fishtok #norfolksouthern #derailment	2100	597300	2393	77100	50	6775339399670088709	36100	772400	269	20230219	Derail
7202069060065021190	2023-02-20 03:06:25	Sunday funday! #newsupdate #breakingnews #dailynews #newsreporter #journalism #philadelphia #usanews #usatoday #traintracks #trains #derailed #offtherails #hawaii #spyballoon #military #ufo #airspace #invasion #moldova #russiantiktok #europe #worldnews #deisel #watersupply #ohio #drinkingwater #pollution #kaitlynjenner #kyliejenner #unfollowed #mgk #meganfox #machinegunkelly #therapy #fyp	2532	3600000	10300	495900	59	7150286969154634757	483000	7800000	252	20230220	Derail
7202312263552847110	2023-02-20 18:50:04	#ontario #ohiotrain #ohiotraincrash #ohio  #scary #scarytok 	264	111100	259	2941	12	6643127954388959237	111	3617	33	20230220	Derail
